Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.381,6.510
1982,Annual,East Midlands,0.405,8.663
1983,Annual,East Midlands,0.369,9.173
1984,Annual,East Midlands,0.331,7.962
1985,Annual,East Midlands,0.347,7.971
1986,Annual,East Midlands,0.334,7.423
1987,Annual,East Midlands,0.300,8.500
1988,Annual,East Midlands,0.361,8.202
1989,Annual,East Midlands,0.337,6.635
1990,Annual,East Midlands,0.367,7.827
1991,Annual,East Midlands,0.353,8.635
1992,Annual,East Midlands,0.382,8.288
1993,Annual,East Midlands,0.420,8.808
1994,Annual,East Midlands,0.379,9.558
1995,Annual,East Midlands,0.374,7.702
1996,Annual,East Midlands,0.362,8.423
1997,Annual,East Midlands,0.346,7.519
1998,Annual,East Midlands,0.289,8.577
1999,Annual,East Midlands,0.323,7.375
2000,Annual,East Midlands,0.324,6.817
2001,Annual,East Midlands,0.397,10.154
2002,Annual,East Midlands,0.404,5.981
2003,Annual,East Midlands,0.301,6.875
2004,Annual,East Midlands,0.302,7.875
2005,Annual,East Midlands,0.350,7.231
2006,Annual,East Midlands,0.369,6.913
2007,Annual,East Midlands,0.403,6.500
2008,Annual,East Midlands,0.326,7.260
2009,Annual,East Midlands,0.319,5.692
2010,Annual,East Midlands,0.380,7.981
2011,Annual,East Midlands,0.374,7.606
2012,Annual,East Midlands,0.308,6.615
2013,Annual,East Midlands,0.296,7.625
2014,Annual,East Midlands,0.360,6.587
2015,Annual,East Midlands,0.281,5.856
2016,Annual,East Midlands,0.420,10.250
2017,Annual,East Midlands,0.358,6.096
2018,Annual,East Midlands,0.317,5.606
2019,Annual,East Midlands,0.346,7.356
2020,Annual,East Midlands,0.342,6.490
2021,Annual,East Midlands,0.441,9.433
2022,Annual,East Midlands,0.337,8.000
2023,Annual,East Midlands,0.330,7.298
2024,Annual,East Midlands,0.316,8.779
2025,Annual,East Midlands,0.355,6.808
2026,Annual,East Midlands,0.338,6.875
2027,Annual,East Midlands,0.307,9.096
2028,Annual,East Midlands,0.322,6.192
2029,Annual,East Midlands,0.369,7.894
2030,Annual,East Midlands,0.315,6.856
2031,Annual,East Midlands,0.367,8.135
2032,Annual,East Midlands,0.284,10.615
2033,Annual,East Midlands,0.316,6.317
2034,Annual,East Midlands,0.394,8.904
2035,Annual,East Midlands,0.382,8.202
2036,Annual,East Midlands,0.363,6.933
2037,Annual,East Midlands,0.388,11.769
2038,Annual,East Midlands,0.366,5.596
2039,Annual,East Midlands,0.379,11.577
2040,Annual,East Midlands,0.359,7.510
2041,Annual,East Midlands,0.347,6.365
2042,Annual,East Midlands,0.342,9.183
2043,Annual,East Midlands,0.395,6.952
2044,Annual,East Midlands,0.308,7.019
2045,Annual,East Midlands,0.301,6.760
2046,Annual,East Midlands,0.337,6.885
2047,Annual,East Midlands,0.382,6.625
2048,Annual,East Midlands,0.361,6.308
2049,Annual,East Midlands,0.328,6.846
2050,Annual,East Midlands,0.342,6.125
2051,Annual,East Midlands,0.312,7.269
2052,Annual,East Midlands,0.369,8.135
2053,Annual,East Midlands,0.368,6.962
2054,Annual,East Midlands,0.397,9.904
2055,Annual,East Midlands,0.345,6.346
2056,Annual,East Midlands,0.366,8.221
2057,Annual,East Midlands,0.258,5.250
2058,Annual,East Midlands,0.323,5.587
2059,Annual,East Midlands,0.416,8.144
2060,Annual,East Midlands,0.392,12.077
2061,Annual,East Midlands,0.341,6.654
2062,Annual,East Midlands,0.292,6.385
2063,Annual,East Midlands,0.299,5.356
2064,Annual,East Midlands,0.334,7.837
2065,Annual,East Midlands,0.286,6.192
2066,Annual,East Midlands,0.244,5.577
2067,Annual,East Midlands,0.313,7.404
2068,Annual,East Midlands,0.358,7.279
2069,Annual,East Midlands,0.375,7.721
2070,Annual,East Midlands,0.322,7.269
2071,Annual,East Midlands,0.316,6.144
2072,Annual,East Midlands,0.402,8.558
2073,Annual,East Midlands,0.317,6.288
2074,Annual,East Midlands,0.383,6.260
2075,Annual,East Midlands,0.318,7.356
2076,Annual,East Midlands,0.313,8.240
2077,Annual,East Midlands,0.369,7.769
2078,Annual,East Midlands,0.315,7.010
2079,Annual,East Midlands,0.271,6.115
2080,Annual,East Midlands,0.361,8.385
1981,Annual,East of England,0.339,5.930
1982,Annual,East of England,0.363,8.364
1983,Annual,East of England,0.346,7.651
1984,Annual,East of England,0.293,6.915
1985,Annual,East of England,0.325,7.597
1986,Annual,East of England,0.304,7.031
1987,Annual,East of England,0.297,8.527
1988,Annual,East of England,0.345,6.822
1989,Annual,East of England,0.301,5.969
1990,Annual,East of England,0.349,8.729
1991,Annual,East of England,0.320,6.581
1992,Annual,East of England,0.340,7.217
1993,Annual,East of England,0.403,8.620
1994,Annual,East of England,0.362,9.163
1995,Annual,East of England,0.360,9.457
1996,Annual,East of England,0.354,8.302
1997,Annual,East of England,0.291,6.442
1998,Annual,East of England,0.267,7.248
1999,Annual,East of England,0.311,6.101
2000,Annual,East of England,0.300,5.674
2001,Annual,East of England,0.386,14.589
2002,Annual,East of England,0.371,5.969
2003,Annual,East of England,0.303,6.202
2004,Annual,East of England,0.284,5.736
2005,Annual,East of England,0.320,7.411
2006,Annual,East of England,0.338,6.682
2007,Annual,East of England,0.381,6.279
2008,Annual,East of England,0.302,6.326
2009,Annual,East of England,0.327,6.271
2010,Annual,East of England,0.348,7.411
2011,Annual,East of England,0.380,7.403
2012,Annual,East of England,0.277,5.372
2013,Annual,East of England,0.291,6.899
2014,Annual,East of England,0.338,7.124
2015,Annual,East of England,0.289,5.736
2016,Annual,East of England,0.379,8.535
2017,Annual,East of England,0.340,5.767
2018,Annual,East of England,0.279,5.395
2019,Annual,East of England,0.322,6.674
2020,Annual,East of England,0.337,7.915
2021,Annual,East of England,0.408,8.070
2022,Annual,East of England,0.328,10.388
