Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.366,7.913
1982,Annual,East Midlands,0.378,10.544
1983,Annual,East Midlands,0.400,10.893
1984,Annual,East Midlands,0.427,12.825
1985,Annual,East Midlands,0.448,10.689
1986,Annual,East Midlands,0.429,8.650
1987,Annual,East Midlands,0.398,7.913
1988,Annual,East Midlands,0.399,5.845
1989,Annual,East Midlands,0.423,9.010
1990,Annual,East Midlands,0.463,10.417
1991,Annual,East Midlands,0.361,8.369
1992,Annual,East Midlands,0.334,7.107
1993,Annual,East Midlands,0.387,8.573
1994,Annual,East Midlands,0.387,10.476
1995,Annual,East Midlands,0.450,10.922
1996,Annual,East Midlands,0.349,9.262
1997,Annual,East Midlands,0.408,7.068
1998,Annual,East Midlands,0.411,7.660
1999,Annual,East Midlands,0.433,10.252
2000,Annual,East Midlands,0.398,8.573
2001,Annual,East Midlands,0.413,9.301
2002,Annual,East Midlands,0.438,9.350
2003,Annual,East Midlands,0.421,7.534
2004,Annual,East Midlands,0.369,11.709
2005,Annual,East Midlands,0.408,9.456
2006,Annual,East Midlands,0.372,8.272
2007,Annual,East Midlands,0.389,8.660
2008,Annual,East Midlands,0.309,7.165
2009,Annual,East Midlands,0.389,7.447
2010,Annual,East Midlands,0.353,7.971
2011,Annual,East Midlands,0.340,11.262
2012,Annual,East Midlands,0.367,7.573
2013,Annual,East Midlands,0.368,10.097
2014,Annual,East Midlands,0.386,8.718
2015,Annual,East Midlands,0.383,14.223
2016,Annual,East Midlands,0.399,6.835
2017,Annual,East Midlands,0.497,10.175
2018,Annual,East Midlands,0.347,7.883
2019,Annual,East Midlands,0.431,7.524
2020,Annual,East Midlands,0.441,12.301
2021,Annual,East Midlands,0.398,11.505
2022,Annual,East Midlands,0.388,10.136
2023,Annual,East Midlands,0.332,7.058
2024,Annual,East Midlands,0.422,9.252
2025,Annual,East Midlands,0.391,10.427
2026,Annual,East Midlands,0.269,7.272
2027,Annual,East Midlands,0.412,6.971
2028,Annual,East Midlands,0.377,11.029
2029,Annual,East Midlands,0.445,11.447
2030,Annual,East Midlands,0.462,8.874
2031,Annual,East Midlands,0.439,10.845
2032,Annual,East Midlands,0.406,11.359
2033,Annual,East Midlands,0.366,7.320
2034,Annual,East Midlands,0.430,9.291
2035,Annual,East Midlands,0.388,7.340
2036,Annual,East Midlands,0.392,8.350
2037,Annual,East Midlands,0.371,7.505
2038,Annual,East Midlands,0.325,6.660
2039,Annual,East Midlands,0.383,8.039
2040,Annual,East Midlands,0.402,9.893
2041,Annual,East Midlands,0.392,7.107
2042,Annual,East Midlands,0.444,8.777
2043,Annual,East Midlands,0.360,7.951
2044,Annual,East Midlands,0.365,7.602
2045,Annual,East Midlands,0.325,8.175
2046,Annual,East Midlands,0.344,6.971
2047,Annual,East Midlands,0.294,6.359
2048,Annual,East Midlands,0.313,9.893
2049,Annual,East Midlands,0.397,9.612
2050,Annual,East Midlands,0.371,7.495
2051,Annual,East Midlands,0.382,8.641
2052,Annual,East Midlands,0.347,8.087
2053,Annual,East Midlands,0.324,7.398
2054,Annual,East Midlands,0.301,7.039
2055,Annual,East Midlands,0.383,13.350
2056,Annual,East Midlands,0.383,9.485
2057,Annual,East Midlands,0.313,7.068
2058,Annual,East Midlands,0.335,7.718
2059,Annual,East Midlands,0.309,7.631
2060,Annual,East Midlands,0.329,7.330
2061,Annual,East Midlands,0.366,6.233
2062,Annual,East Midlands,0.310,5.806
2063,Annual,East Midlands,0.316,7.806
2064,Annual,East Midlands,0.361,11.291
2065,Annual,East Midlands,0.446,10.728
2066,Annual,East Midlands,0.344,7.311
2067,Annual,East Midlands,0.351,7.252
2068,Annual,East Midlands,0.336,7.136
2069,Annual,East Midlands,0.342,7.087
2070,Annual,East Midlands,0.351,7.650
2071,Annual,East Midlands,0.374,9.466
2072,Annual,East Midlands,0.253,6.214
2073,Annual,East Midlands,0.387,7.971
2074,Annual,East Midlands,0.349,8.602
2075,Annual,East Midlands,0.341,9.883
2076,Annual,East Midlands,0.324,6.835
2077,Annual,East Midlands,0.358,6.631
2078,Annual,East Midlands,0.319,8.282
2079,Annual,East Midlands,0.382,7.146
2080,Annual,East Midlands,0.357,8.311
1981,Annual,East of England,0.355,7.213
1982,Annual,East of England,0.343,7.693
