Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.401,8.068
1982,Annual,East Midlands,0.447,8.136
1983,Annual,East Midlands,0.396,11.388
1984,Annual,East Midlands,0.409,11.641
1985,Annual,East Midlands,0.348,8.573
1986,Annual,East Midlands,0.408,8.369
1987,Annual,East Midlands,0.371,7.301
1988,Annual,East Midlands,0.374,10.000
1989,Annual,East Midlands,0.427,9.427
1990,Annual,East Midlands,0.413,8.641
1991,Annual,East Midlands,0.423,9.767
1992,Annual,East Midlands,0.464,12.650
1993,Annual,East Midlands,0.388,10.786
1994,Annual,East Midlands,0.394,10.709
1995,Annual,East Midlands,0.396,7.961
1996,Annual,East Midlands,0.457,10.117
1997,Annual,East Midlands,0.429,9.767
1998,Annual,East Midlands,0.399,11.078
1999,Annual,East Midlands,0.388,6.718
2000,Annual,East Midlands,0.420,12.252
2001,Annual,East Midlands,0.433,7.748
2002,Annual,East Midlands,0.348,11.049
2003,Annual,East Midlands,0.377,8.233
2004,Annual,East Midlands,0.448,11.243
2005,Annual,East Midlands,0.455,12.301
2006,Annual,East Midlands,0.445,8.680
2007,Annual,East Midlands,0.305,7.126
2008,Annual,East Midlands,0.483,11.330
2009,Annual,East Midlands,0.422,9.049
2010,Annual,East Midlands,0.409,8.621
2011,Annual,East Midlands,0.401,8.136
2012,Annual,East Midlands,0.412,7.350
2013,Annual,East Midlands,0.373,6.738
2014,Annual,East Midlands,0.427,7.971
2015,Annual,East Midlands,0.409,8.990
2016,Annual,East Midlands,0.454,10.359
2017,Annual,East Midlands,0.485,10.252
2018,Annual,East Midlands,0.375,8.534
2019,Annual,East Midlands,0.320,9.456
2020,Annual,East Midlands,0.366,8.010
2021,Annual,East Midlands,0.438,8.311
2022,Annual,East Midlands,0.418,6.709
2023,Annual,East Midlands,0.370,8.573
2024,Annual,East Midlands,0.432,10.262
2025,Annual,East Midlands,0.348,8.709
2026,Annual,East Midlands,0.357,8.029
2027,Annual,East Midlands,0.434,7.825
2028,Annual,East Midlands,0.416,7.223
2029,Annual,East Midlands,0.378,7.447
2030,Annual,East Midlands,0.476,9.816
2031,Annual,East Midlands,0.409,10.252
2032,Annual,East Midlands,0.363,9.252
2033,Annual,East Midlands,0.412,7.350
2034,Annual,East Midlands,0.348,8.903
2035,Annual,East Midlands,0.418,8.981
2036,Annual,East Midlands,0.368,6.786
2037,Annual,East Midlands,0.410,10.058
2038,Annual,East Midlands,0.366,8.243
2039,Annual,East Midlands,0.328,10.379
2040,Annual,East Midlands,0.415,8.408
2041,Annual,East Midlands,0.416,9.301
2042,Annual,East Midlands,0.390,10.631
2043,Annual,East Midlands,0.388,9.981
2044,Annual,East Midlands,0.398,9.631
2045,Annual,East Midlands,0.363,7.282
2046,Annual,East Midlands,0.386,7.495
2047,Annual,East Midlands,0.322,9.184
2048,Annual,East Midlands,0.318,11.971
2049,Annual,East Midlands,0.341,7.650
