Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.396,8.524
1982,Annual,East Midlands,0.391,7.194
1983,Annual,East Midlands,0.418,8.175
1984,Annual,East Midlands,0.381,10.301
1985,Annual,East Midlands,0.383,7.155
1986,Annual,East Midlands,0.409,9.097
1987,Annual,East Midlands,0.381,9.223
1988,Annual,East Midlands,0.445,10.243
1989,Annual,East Midlands,0.436,8.039
1990,Annual,East Midlands,0.371,10.311
1991,Annual,East Midlands,0.444,11.524
1992,Annual,East Midlands,0.376,9.796
1993,Annual,East Midlands,0.389,7.466
1994,Annual,East Midlands,0.397,7.990
1995,Annual,East Midlands,0.470,10.282
1996,Annual,East Midlands,0.382,9.282
1997,Annual,East Midlands,0.456,10.049
1998,Annual,East Midlands,0.365,10.311
1999,Annual,East Midlands,0.416,8.990
2000,Annual,East Midlands,0.377,8.136
2001,Annual,East Midlands,0.419,11.631
2002,Annual,East Midlands,0.389,11.010
2003,Annual,East Midlands,0.396,8.806
2004,Annual,East Midlands,0.364,12.107
2005,Annual,East Midlands,0.377,9.971
2006,Annual,East Midlands,0.397,8.214
2007,Annual,East Midlands,0.440,8.282
2008,Annual,East Midlands,0.353,7.340
2009,Annual,East Midlands,0.432,10.097
2010,Annual,East Midlands,0.382,10.301
2011,Annual,East Midlands,0.449,7.398
2012,Annual,East Midlands,0.376,8.650
2013,Annual,East Midlands,0.424,8.553
2014,Annual,East Midlands,0.434,10.505
2015,Annual,East Midlands,0.403,9.262
2016,Annual,East Midlands,0.378,12.087
2017,Annual,East Midlands,0.317,11.252
2018,Annual,East Midlands,0.318,9.369
2019,Annual,East Midlands,0.414,12.126
2020,Annual,East Midlands,0.385,7.913
2021,Annual,East Midlands,0.357,7.398
2022,Annual,East Midlands,0.319,6.913
2023,Annual,East Midlands,0.380,7.709
2024,Annual,East Midlands,0.436,8.233
2025,Annual,East Midlands,0.381,9.738
2026,Annual,East Midlands,0.376,10.175
2027,Annual,East Midlands,0.346,6.184
2028,Annual,East Midlands,0.317,8.019
2029,Annual,East Midlands,0.393,16.942
2030,Annual,East Midlands,0.307,6.243
2031,Annual,East Midlands,0.379,7.573
2032,Annual,East Midlands,0.369,8.835
2033,Annual,East Midlands,0.355,8.709
2034,Annual,East Midlands,0.445,9.019
2035,Annual,East Midlands,0.423,9.845
2036,Annual,East Midlands,0.379,8.602
2037,Annual,East Midlands,0.367,7.961
2038,Annual,East Midlands,0.300,8.087
2039,Annual,East Midlands,0.363,8.155
2040,Annual,East Midlands,0.384,9.903
2041,Annual,East Midlands,0.351,7.738
2042,Annual,East Midlands,0.432,11.602
2043,Annual,East Midlands,0.458,10.515
2044,Annual,East Midlands,0.417,9.388
2045,Annual,East Midlands,0.390,10.136
2046,Annual,East Midlands,0.395,9.680
2047,Annual,East Midlands,0.359,7.922
2048,Annual,East Midlands,0.286,6.408
2049,Annual,East Midlands,0.406,8.748
2050,Annual,East Midlands,0.383,6.748
2051,Annual,East Midlands,0.446,12.223
2052,Annual,East Midlands,0.413,8.243
2053,Annual,East Midlands,0.325,8.476
2054,Annual,East Midlands,0.407,10.816
2055,Annual,East Midlands,0.408,9.505
2056,Annual,East Midlands,0.392,8.505
2057,Annual,East Midlands,0.384,8.786
2058,Annual,East Midlands,0.424,8.650
2059,Annual,East Midlands,0.313,7.913
2060,Annual,East Midlands,0.349,8.680
2061,Annual,East Midlands,0.371,11.068
2062,Annual,East Midlands,0.375,9.757
2063,Annual,East Midlands,0.376,8.932
2064,Annual,East Midlands,0.338,5.903
2065,Annual,East Midlands,0.381,7.320
2066,Annual,East Midlands,0.344,8.350
2067,Annual,East Midlands,0.348,7.573
2068,Annual,East Midlands,0.383,9.563
2069,Annual,East Midlands,0.394,10.806
2070,Annual,East Midlands,0.396,8.466
2071,Annual,East Midlands,0.336,12.272
2072,Annual,East Midlands,0.284,6.350
2073,Annual,East Midlands,0.331,9.748
2074,Annual,East Midlands,0.302,13.184
2075,Annual,East Midlands,0.335,8.816
2076,Annual,East Midlands,0.339,6.728
2077,Annual,East Midlands,0.348,9.408
2078,Annual,East Midlands,0.299,9.107
2079,Annual,East Midlands,0.329,7.291
2080,Annual,East Midlands,0.307,6.728
1981,Annual,East of England,0.364,8.787
1982,Annual,East of England,0.366,7.425
1983,Annual,East of England,0.413,7.882
1984,Annual,East of England,0.387,10.260
1985,Annual,East of England,0.363,7.000
1986,Annual,East of England,0.368,7.559
1987,Annual,East of England,0.382,8.795
1988,Annual,East of England,0.407,10.181
1989,Annual,East of England,0.402,9.110
1990,Annual,East of England,0.306,8.811
1991,Annual,East of England,0.429,12.598
1992,Annual,East of England,0.344,7.236
1993,Annual,East of England,0.380,9.480
1994,Annual,East of England,0.372,7.339
1995,Annual,East of England,0.412,6.780
1996,Annual,East of England,0.364,7.984
1997,Annual,East of England,0.442,9.811
1998,Annual,East of England,0.343,8.780
1999,Annual,East of England,0.397,7.827
2000,Annual,East of England,0.367,7.417
2001,Annual,East of England,0.385,10.142
2002,Annual,East of England,0.355,7.126
2003,Annual,East of England,0.380,8.134
2004,Annual,East of England,0.375,13.661
2005,Annual,East of England,0.371,9.394
2006,Annual,East of England,0.371,8.362
2007,Annual,East of England,0.417,8.528
2008,Annual,East of England,0.339,7.906
2009,Annual,East of England,0.388,7.795
2010,Annual,East of England,0.364,9.071
2011,Annual,East of England,0.419,7.126
2012,Annual,East of England,0.329,6.157
2013,Annual,East of England,0.381,6.898
2014,Annual,East of England,0.390,10.717
2015,Annual,East of England,0.363,9.409
2016,Annual,East of England,0.368,10.906
2017,Annual,East of England,0.318,8.370
2018,Annual,East of England,0.291,8.866
2019,Annual,East of England,0.392,13.433
2020,Annual,East of England,0.355,6.354
2021,Annual,East of England,0.322,6.417
2022,Annual,East of England,0.314,5.780
2023,Annual,East of England,0.351,7.142
2024,Annual,East of England,0.404,8.386
2025,Annual,East of England,0.341,7.031
2026,Annual,East of England,0.333,10.252
2027,Annual,East of England,0.318,7.087
2028,Annual,East of England,0.301,7.591
2029,Annual,East of England,0.378,12.480
2030,Annual,East of England,0.267,6.362
2031,Annual,East of England,0.365,6.945
2032,Annual,East of England,0.345,7.165
2033,Annual,East of England,0.353,8.969
2034,Annual,East of England,0.409,8.157
2035,Annual,East of England,0.386,7.898
2036,Annual,East of England,0.357,8.858
2037,Annual,East of England,0.346,8.213
2038,Annual,East of England,0.267,7.134
2039,Annual,East of England,0.376,10.079
2040,Annual,East of England,0.357,8.409
2041,Annual,East of England,0.325,7.614
2042,Annual,East of England,0.413,8.386
2043,Annual,East of England,0.429,9.677
2044,Annual,East of England,0.378,9.386
2045,Annual,East of England,0.343,9.402
2046,Annual,East of England,0.356,9.047
2047,Annual,East of England,0.330,7.913
2048,Annual,East of England,0.233,6.260
2049,Annual,East of England,0.364,6.669
2050,Annual,East of England,0.353,7.157
2051,Annual,East of England,0.411,10.732
2052,Annual,East of England,0.377,7.378
2053,Annual,East of England,0.295,7.031
2054,Annual,East of England,0.370,9.291
2055,Annual,East of England,0.398,8.646
2056,Annual,East of England,0.356,6.866
2057,Annual,East of England,0.379,9.276
2058,Annual,East of England,0.377,7.433
2059,Annual,East of England,0.292,8.378
2060,Annual,East of England,0.330,9.244
2061,Annual,East of England,0.338,7.677
2062,Annual,East of England,0.345,9.228
2063,Annual,East of England,0.332,8.118
2064,Annual,East of England,0.324,6.220
2065,Annual,East of England,0.355,6.583
2066,Annual,East of England,0.333,7.079
2067,Annual,East of England,0.311,8.276
2068,Annual,East of England,0.371,9.992
2069,Annual,East of England,0.388,14.740
2070,Annual,East of England,0.377,8.378
