Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.475,8.951
1982,Annual,East Midlands,0.387,6.961
1983,Annual,East Midlands,0.473,8.864
1984,Annual,East Midlands,0.435,9.524
1985,Annual,East Midlands,0.427,8.981
1986,Annual,East Midlands,0.384,7.699
1987,Annual,East Midlands,0.393,8.942
1988,Annual,East Midlands,0.374,7.825
1989,Annual,East Midlands,0.436,7.913
1990,Annual,East Midlands,0.386,7.825
1991,Annual,East Midlands,0.407,8.680
1992,Annual,East Midlands,0.419,7.087
1993,Annual,East Midlands,0.404,8.214
1994,Annual,East Midlands,0.453,7.796
1995,Annual,East Midlands,0.358,9.757
1996,Annual,East Midlands,0.454,7.680
1997,Annual,East Midlands,0.373,8.777
1998,Annual,East Midlands,0.394,8.340
1999,Annual,East Midlands,0.444,8.757
2000,Annual,East Midlands,0.392,8.223
2001,Annual,East Midlands,0.391,6.650
2002,Annual,East Midlands,0.408,8.369
2003,Annual,East Midlands,0.371,9.350
2004,Annual,East Midlands,0.435,9.825
2005,Annual,East Midlands,0.404,7.272
2006,Annual,East Midlands,0.416,8.311
2007,Annual,East Midlands,0.410,7.417
2008,Annual,East Midlands,0.430,8.369
2009,Annual,East Midlands,0.399,7.524
2010,Annual,East Midlands,0.459,8.476
2011,Annual,East Midlands,0.383,7.388
2012,Annual,East Midlands,0.413,6.476
2013,Annual,East Midlands,0.370,7.010
2014,Annual,East Midlands,0.382,8.476
2015,Annual,East Midlands,0.423,7.456
2016,Annual,East Midlands,0.398,8.369
2017,Annual,East Midlands,0.412,9.864
2018,Annual,East Midlands,0.455,7.155
2019,Annual,East Midlands,0.450,8.563
2020,Annual,East Midlands,0.430,9.728
2021,Annual,East Midlands,0.416,7.641
2022,Annual,East Midlands,0.383,8.301
2023,Annual,East Midlands,0.470,7.553
2024,Annual,East Midlands,0.420,8.233
2025,Annual,East Midlands,0.398,8.932
2026,Annual,East Midlands,0.438,9.573
2027,Annual,East Midlands,0.454,11.796
2028,Annual,East Midlands,0.390,7.563
2029,Annual,East Midlands,0.419,9.748
2030,Annual,East Midlands,0.428,11.078
2031,Annual,East Midlands,0.402,8.087
2032,Annual,East Midlands,0.426,8.233
2033,Annual,East Midlands,0.322,6.718
2034,Annual,East Midlands,0.399,9.874
2035,Annual,East Midlands,0.423,7.388
2036,Annual,East Midlands,0.441,10.184
2037,Annual,East Midlands,0.425,10.165
2038,Annual,East Midlands,0.402,8.728
2039,Annual,East Midlands,0.461,11.602
2040,Annual,East Midlands,0.371,8.777
2041,Annual,East Midlands,0.432,8.379
2042,Annual,East Midlands,0.363,7.214
2043,Annual,East Midlands,0.401,7.748
2044,Annual,East Midlands,0.487,10.049
2045,Annual,East Midlands,0.402,7.049
2046,Annual,East Midlands,0.426,9.184
2047,Annual,East Midlands,0.429,8.165
2048,Annual,East Midlands,0.424,8.592
2049,Annual,East Midlands,0.373,7.136
2050,Annual,East Midlands,0.399,8.680
2051,Annual,East Midlands,0.341,9.233
2052,Annual,East Midlands,0.429,6.534
2053,Annual,East Midlands,0.395,7.437
2054,Annual,East Midlands,0.389,8.126
2055,Annual,East Midlands,0.373,8.320
2056,Annual,East Midlands,0.403,8.728
2057,Annual,East Midlands,0.322,8.155
2058,Annual,East Midlands,0.398,7.068
2059,Annual,East Midlands,0.343,8.786
2060,Annual,East Midlands,0.329,6.699
2061,Annual,East Midlands,0.406,6.893
2062,Annual,East Midlands,0.396,6.816
2063,Annual,East Midlands,0.378,8.107
2064,Annual,East Midlands,0.431,8.282
2065,Annual,East Midlands,0.406,10.757
2066,Annual,East Midlands,0.401,7.961
2067,Annual,East Midlands,0.402,7.631
2068,Annual,East Midlands,0.368,8.534
2069,Annual,East Midlands,0.425,8.505
2070,Annual,East Midlands,0.369,7.311
2071,Annual,East Midlands,0.406,6.990
2072,Annual,East Midlands,0.370,6.641
2073,Annual,East Midlands,0.378,9.214
2074,Annual,East Midlands,0.394,7.573
2075,Annual,East Midlands,0.416,8.583
2076,Annual,East Midlands,0.346,7.738
2077,Annual,East Midlands,0.418,8.913
2078,Annual,East Midlands,0.381,11.563
2079,Annual,East Midlands,0.383,7.913
2080,Annual,East Midlands,0.355,6.718
1981,Annual,East of England,0.472,9.079
1982,Annual,East of England,0.384,7.603
1983,Annual,East of England,0.432,6.905
1984,Annual,East of England,0.415,7.032
1985,Annual,East of England,0.398,6.944
1986,Annual,East of England,0.360,7.746
1987,Annual,East of England,0.350,8.651
1988,Annual,East of England,0.353,7.008
1989,Annual,East of England,0.428,6.984
1990,Annual,East of England,0.377,6.175
1991,Annual,East of England,0.377,5.857
1992,Annual,East of England,0.360,6.651
1993,Annual,East of England,0.394,6.762
1994,Annual,East of England,0.426,7.683
1995,Annual,East of England,0.333,6.317
1996,Annual,East of England,0.415,7.738
1997,Annual,East of England,0.352,8.389
1998,Annual,East of England,0.387,7.929
1999,Annual,East of England,0.448,9.103
2000,Annual,East of England,0.359,6.857
2001,Annual,East of England,0.376,5.929
2002,Annual,East of England,0.388,9.452
2003,Annual,East of England,0.359,10.095
2004,Annual,East of England,0.403,7.810
2005,Annual,East of England,0.393,6.730
2006,Annual,East of England,0.404,6.810
2007,Annual,East of England,0.383,7.929
2008,Annual,East of England,0.380,6.976
2009,Annual,East of England,0.380,7.500
2010,Annual,East of England,0.415,9.270
2011,Annual,East of England,0.360,6.548
2012,Annual,East of England,0.391,6.905
2013,Annual,East of England,0.335,7.333
2014,Annual,East of England,0.354,7.032
2015,Annual,East of England,0.403,8.325
2016,Annual,East of England,0.387,8.683
2017,Annual,East of England,0.390,7.643
2018,Annual,East of England,0.425,7.889
2019,Annual,East of England,0.433,7.817
2020,Annual,East of England,0.402,6.516
2021,Annual,East of England,0.389,6.802
2022,Annual,East of England,0.358,8.913
2023,Annual,East of England,0.427,7.484
2024,Annual,East of England,0.402,7.706
2025,Annual,East of England,0.370,6.849
2026,Annual,East of England,0.397,8.667
2027,Annual,East of England,0.423,11.889
2028,Annual,East of England,0.373,7.587
2029,Annual,East of England,0.389,9.008
2030,Annual,East of England,0.413,9.532
2031,Annual,East of England,0.389,6.437
2032,Annual,East of England,0.418,7.476
2033,Annual,East of England,0.291,6.056
2034,Annual,East of England,0.368,7.468
2035,Annual,East of England,0.419,6.706
2036,Annual,East of England,0.411,8.246
2037,Annual,East of England,0.420,9.373
2038,Annual,East of England,0.363,9.992
2039,Annual,East of England,0.442,12.048
2040,Annual,East of England,0.329,7.921
2041,Annual,East of England,0.406,8.413
2042,Annual,East of England,0.331,8.381
2043,Annual,East of England,0.377,7.587
2044,Annual,East of England,0.449,8.532
2045,Annual,East of England,0.385,6.857
