Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.352,7.631
1982,Annual,East Midlands,0.344,10.786
1983,Annual,East Midlands,0.458,11.039
1984,Annual,East Midlands,0.403,7.913
1985,Annual,East Midlands,0.428,7.612
1986,Annual,East Midlands,0.367,10.029
1987,Annual,East Midlands,0.383,8.660
1988,Annual,East Midlands,0.420,10.612
1989,Annual,East Midlands,0.400,8.893
1990,Annual,East Midlands,0.361,6.845
1991,Annual,East Midlands,0.379,9.835
1992,Annual,East Midlands,0.359,8.990
1993,Annual,East Midlands,0.423,9.777
1994,Annual,East Midlands,0.405,7.068
1995,Annual,East Midlands,0.376,7.223
1996,Annual,East Midlands,0.398,8.359
1997,Annual,East Midlands,0.441,11.495
1998,Annual,East Midlands,0.364,8.689
1999,Annual,East Midlands,0.383,9.670
2000,Annual,East Midlands,0.425,9.146
2001,Annual,East Midlands,0.410,10.126
2002,Annual,East Midlands,0.354,8.340
2003,Annual,East Midlands,0.397,8.000
2004,Annual,East Midlands,0.371,8.466
2005,Annual,East Midlands,0.414,7.495
2006,Annual,East Midlands,0.433,9.379
2007,Annual,East Midlands,0.472,8.553
2008,Annual,East Midlands,0.448,10.068
2009,Annual,East Midlands,0.395,9.650
2010,Annual,East Midlands,0.448,9.757
2011,Annual,East Midlands,0.341,8.670
2012,Annual,East Midlands,0.367,6.592
2013,Annual,East Midlands,0.424,11.214
2014,Annual,East Midlands,0.336,6.981
2015,Annual,East Midlands,0.348,7.165
2016,Annual,East Midlands,0.423,9.447
2017,Annual,East Midlands,0.412,7.641
2018,Annual,East Midlands,0.378,10.282
2019,Annual,East Midlands,0.292,7.777
2020,Annual,East Midlands,0.332,7.942
2021,Annual,East Midlands,0.388,8.437
2022,Annual,East Midlands,0.389,8.544
2023,Annual,East Midlands,0.389,9.913
2024,Annual,East Midlands,0.383,7.913
2025,Annual,East Midlands,0.371,10.583
2026,Annual,East Midlands,0.443,9.777
2027,Annual,East Midlands,0.323,6.767
2028,Annual,East Midlands,0.423,11.039
2029,Annual,East Midlands,0.390,7.971
2030,Annual,East Midlands,0.362,7.650
2031,Annual,East Midlands,0.328,7.175
2032,Annual,East Midlands,0.367,9.981
2033,Annual,East Midlands,0.347,8.447
2034,Annual,East Midlands,0.333,7.165
2035,Annual,East Midlands,0.370,7.650
2036,Annual,East Midlands,0.372,10.903
2037,Annual,East Midlands,0.355,7.767
2038,Annual,East Midlands,0.393,8.689
2039,Annual,East Midlands,0.317,6.262
2040,Annual,East Midlands,0.331,8.835
2041,Annual,East Midlands,0.366,8.447
2042,Annual,East Midlands,0.351,7.485
2043,Annual,East Midlands,0.361,12.350
2044,Annual,East Midlands,0.352,13.029
2045,Annual,East Midlands,0.314,7.262
