Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.409,7.481
1982,Annual,East Midlands,0.375,6.250
1983,Annual,East Midlands,0.394,7.740
1984,Annual,East Midlands,0.369,8.077
1985,Annual,East Midlands,0.407,7.471
1986,Annual,East Midlands,0.357,6.942
1987,Annual,East Midlands,0.365,7.288
1988,Annual,East Midlands,0.418,7.846
1989,Annual,East Midlands,0.384,8.846
1990,Annual,East Midlands,0.441,8.731
1991,Annual,East Midlands,0.422,10.096
1992,Annual,East Midlands,0.415,8.327
1993,Annual,East Midlands,0.418,7.837
1994,Annual,East Midlands,0.425,9.308
1995,Annual,East Midlands,0.369,7.731
1996,Annual,East Midlands,0.419,9.817
1997,Annual,East Midlands,0.411,9.625
1998,Annual,East Midlands,0.415,7.135
1999,Annual,East Midlands,0.398,7.635
2000,Annual,East Midlands,0.370,8.212
2001,Annual,East Midlands,0.407,6.442
2002,Annual,East Midlands,0.419,8.077
2003,Annual,East Midlands,0.461,10.625
2004,Annual,East Midlands,0.419,8.048
2005,Annual,East Midlands,0.354,8.404
2006,Annual,East Midlands,0.414,6.808
2007,Annual,East Midlands,0.396,8.471
2008,Annual,East Midlands,0.420,7.971
2009,Annual,East Midlands,0.397,6.538
2010,Annual,East Midlands,0.392,7.221
2011,Annual,East Midlands,0.388,8.750
2012,Annual,East Midlands,0.389,5.577
2013,Annual,East Midlands,0.379,8.654
2014,Annual,East Midlands,0.482,8.673
2015,Annual,East Midlands,0.422,8.663
2016,Annual,East Midlands,0.426,8.452
2017,Annual,East Midlands,0.396,7.933
2018,Annual,East Midlands,0.392,8.144
2019,Annual,East Midlands,0.387,7.538
2020,Annual,East Midlands,0.453,9.587
2021,Annual,East Midlands,0.383,7.327
2022,Annual,East Midlands,0.435,7.625
2023,Annual,East Midlands,0.332,5.981
2024,Annual,East Midlands,0.374,7.577
2025,Annual,East Midlands,0.404,8.327
2026,Annual,East Midlands,0.389,10.635
2027,Annual,East Midlands,0.374,7.721
2028,Annual,East Midlands,0.337,8.058
2029,Annual,East Midlands,0.379,6.894
2030,Annual,East Midlands,0.350,8.490
2031,Annual,East Midlands,0.358,8.135
2032,Annual,East Midlands,0.409,8.019
2033,Annual,East Midlands,0.401,7.212
2034,Annual,East Midlands,0.407,8.865
2035,Annual,East Midlands,0.345,10.125
2036,Annual,East Midlands,0.319,6.769
2037,Annual,East Midlands,0.418,6.702
