Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.343,6.769
1982,Annual,East Midlands,0.381,6.885
1983,Annual,East Midlands,0.415,9.452
1984,Annual,East Midlands,0.406,8.856
1985,Annual,East Midlands,0.459,12.269
1986,Annual,East Midlands,0.411,8.663
1987,Annual,East Midlands,0.419,8.163
1988,Annual,East Midlands,0.440,6.981
1989,Annual,East Midlands,0.424,7.481
1990,Annual,East Midlands,0.396,7.135
1991,Annual,East Midlands,0.378,10.135
1992,Annual,East Midlands,0.448,11.337
1993,Annual,East Midlands,0.429,9.087
1994,Annual,East Midlands,0.346,6.577
1995,Annual,East Midlands,0.458,8.077
1996,Annual,East Midlands,0.467,10.904
1997,Annual,East Midlands,0.392,8.269
1998,Annual,East Midlands,0.424,7.529
1999,Annual,East Midlands,0.458,9.904
2000,Annual,East Midlands,0.378,8.442
2001,Annual,East Midlands,0.396,8.144
2002,Annual,East Midlands,0.445,7.846
2003,Annual,East Midlands,0.419,6.683
2004,Annual,East Midlands,0.424,8.808
2005,Annual,East Midlands,0.347,10.154
2006,Annual,East Midlands,0.455,9.702
2007,Annual,East Midlands,0.394,11.433
2008,Annual,East Midlands,0.373,8.212
2009,Annual,East Midlands,0.391,7.702
2010,Annual,East Midlands,0.435,9.317
2011,Annual,East Midlands,0.378,7.192
2012,Annual,East Midlands,0.401,11.250
2013,Annual,East Midlands,0.451,7.404
2014,Annual,East Midlands,0.411,8.798
2015,Annual,East Midlands,0.429,6.856
2016,Annual,East Midlands,0.409,8.558
2017,Annual,East Midlands,0.366,7.029
2018,Annual,East Midlands,0.376,8.356
2019,Annual,East Midlands,0.324,6.952
2020,Annual,East Midlands,0.410,9.221
2021,Annual,East Midlands,0.420,8.875
2022,Annual,East Midlands,0.379,9.077
2023,Annual,East Midlands,0.391,10.038
2024,Annual,East Midlands,0.392,7.606
2025,Annual,East Midlands,0.429,10.298
2026,Annual,East Midlands,0.361,5.856
2027,Annual,East Midlands,0.329,6.337
2028,Annual,East Midlands,0.394,8.750
2029,Annual,East Midlands,0.422,7.212
2030,Annual,East Midlands,0.361,6.663
2031,Annual,East Midlands,0.403,7.663
2032,Annual,East Midlands,0.364,6.663
2033,Annual,East Midlands,0.364,6.827
2034,Annual,East Midlands,0.472,10.163
2035,Annual,East Midlands,0.336,8.087
2036,Annual,East Midlands,0.372,9.760
2037,Annual,East Midlands,0.404,7.817
2038,Annual,East Midlands,0.396,7.798
2039,Annual,East Midlands,0.468,9.644
2040,Annual,East Midlands,0.338,6.798
2041,Annual,East Midlands,0.380,7.096
2042,Annual,East Midlands,0.446,8.971
2043,Annual,East Midlands,0.316,7.962
2044,Annual,East Midlands,0.383,7.490
2045,Annual,East Midlands,0.416,7.173
2046,Annual,East Midlands,0.356,7.798
2047,Annual,East Midlands,0.404,8.038
2048,Annual,East Midlands,0.386,8.365
2049,Annual,East Midlands,0.330,7.154
2050,Annual,East Midlands,0.341,8.250
2051,Annual,East Midlands,0.365,6.462
2052,Annual,East Midlands,0.450,7.048
2053,Annual,East Midlands,0.412,7.375
2054,Annual,East Midlands,0.370,8.692
2055,Annual,East Midlands,0.391,7.894
2056,Annual,East Midlands,0.361,8.308
2057,Annual,East Midlands,0.398,8.115
2058,Annual,East Midlands,0.427,7.115
2059,Annual,East Midlands,0.367,7.298
2060,Annual,East Midlands,0.450,9.471
