Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.519,9.692
1982,Annual,East Midlands,0.537,11.885
1983,Annual,East Midlands,0.543,12.750
1984,Annual,East Midlands,0.570,13.106
1985,Annual,East Midlands,0.512,11.760
1986,Annual,East Midlands,0.527,12.240
1987,Annual,East Midlands,0.508,21.173
1988,Annual,East Midlands,0.548,12.894
1989,Annual,East Midlands,0.564,12.260
1990,Annual,East Midlands,0.504,11.135
1991,Annual,East Midlands,0.517,12.990
1992,Annual,East Midlands,0.542,11.433
1993,Annual,East Midlands,0.515,10.942
1994,Annual,East Midlands,0.563,10.817
1995,Annual,East Midlands,0.485,12.596
1996,Annual,East Midlands,0.533,11.952
1997,Annual,East Midlands,0.530,11.375
1998,Annual,East Midlands,0.525,11.500
1999,Annual,East Midlands,0.525,13.010
2000,Annual,East Midlands,0.482,10.933
2001,Annual,East Midlands,0.522,10.337
2002,Annual,East Midlands,0.575,11.865
2003,Annual,East Midlands,0.485,9.740
2004,Annual,East Midlands,0.600,12.885
2005,Annual,East Midlands,0.559,12.577
2006,Annual,East Midlands,0.530,11.529
2007,Annual,East Midlands,0.594,13.481
2008,Annual,East Midlands,0.559,12.644
2009,Annual,East Midlands,0.524,11.990
2010,Annual,East Midlands,0.559,12.288
2011,Annual,East Midlands,0.521,13.500
2012,Annual,East Midlands,0.588,12.500
2013,Annual,East Midlands,0.638,15.048
2014,Annual,East Midlands,0.546,11.981
2015,Annual,East Midlands,0.485,13.788
2016,Annual,East Midlands,0.622,14.654
2017,Annual,East Midlands,0.566,13.394
2018,Annual,East Midlands,0.565,13.923
2019,Annual,East Midlands,0.499,14.760
2020,Annual,East Midlands,0.523,11.010
2021,Annual,East Midlands,0.565,11.615
2022,Annual,East Midlands,0.498,11.221
2023,Annual,East Midlands,0.580,12.385
2024,Annual,East Midlands,0.473,9.558
2025,Annual,East Midlands,0.518,11.260
2026,Annual,East Midlands,0.501,11.779
2027,Annual,East Midlands,0.523,10.471
2028,Annual,East Midlands,0.541,13.423
2029,Annual,East Midlands,0.493,12.644
2030,Annual,East Midlands,0.498,10.769
2031,Annual,East Midlands,0.464,12.375
2032,Annual,East Midlands,0.543,9.827
2033,Annual,East Midlands,0.528,13.942
2034,Annual,East Midlands,0.499,10.519
2035,Annual,East Midlands,0.486,10.500
2036,Annual,East Midlands,0.489,9.654
2037,Annual,East Midlands,0.585,12.923
2038,Annual,East Midlands,0.507,11.837
2039,Annual,East Midlands,0.555,10.010
2040,Annual,East Midlands,0.506,13.058
2041,Annual,East Midlands,0.542,16.260
2042,Annual,East Midlands,0.507,11.163
2043,Annual,East Midlands,0.511,12.981
2044,Annual,East Midlands,0.549,11.394
2045,Annual,East Midlands,0.448,8.654
2046,Annual,East Midlands,0.541,12.846
2047,Annual,East Midlands,0.620,13.644
2048,Annual,East Midlands,0.545,12.663
2049,Annual,East Midlands,0.626,15.346
2050,Annual,East Midlands,0.601,12.250
2051,Annual,East Midlands,0.536,12.923
2052,Annual,East Midlands,0.562,13.000
2053,Annual,East Midlands,0.531,11.519
2054,Annual,East Midlands,0.545,18.202
2055,Annual,East Midlands,0.575,13.404
2056,Annual,East Midlands,0.538,9.837
2057,Annual,East Midlands,0.507,9.856
2058,Annual,East Midlands,0.481,12.038
2059,Annual,East Midlands,0.512,10.740
2060,Annual,East Midlands,0.524,13.596
2061,Annual,East Midlands,0.545,13.702
2062,Annual,East Midlands,0.511,13.471
2063,Annual,East Midlands,0.548,12.048
2064,Annual,East Midlands,0.461,9.163
2065,Annual,East Midlands,0.532,10.702
2066,Annual,East Midlands,0.495,12.212
2067,Annual,East Midlands,0.473,14.827
2068,Annual,East Midlands,0.545,11.308
2069,Annual,East Midlands,0.516,9.192
2070,Annual,East Midlands,0.477,9.346
2071,Annual,East Midlands,0.503,12.144
2072,Annual,East Midlands,0.510,11.221
2073,Annual,East Midlands,0.479,9.413
2074,Annual,East Midlands,0.513,10.654
2075,Annual,East Midlands,0.553,15.038
2076,Annual,East Midlands,0.506,9.596
2077,Annual,East Midlands,0.515,10.856
2078,Annual,East Midlands,0.519,11.548
2079,Annual,East Midlands,0.457,9.077
2080,Annual,East Midlands,0.549,12.183
1981,Annual,East of England,0.496,9.431
1982,Annual,East of England,0.494,9.577
1983,Annual,East of England,0.510,11.323
1984,Annual,East of England,0.546,10.731
1985,Annual,East of England,0.526,11.723
1986,Annual,East of England,0.531,13.315
1987,Annual,East of England,0.467,13.215
1988,Annual,East of England,0.518,11.277
1989,Annual,East of England,0.532,10.669
1990,Annual,East of England,0.480,9.085
1991,Annual,East of England,0.503,11.762
1992,Annual,East of England,0.492,10.077
1993,Annual,East of England,0.480,8.500
1994,Annual,East of England,0.511,8.615
1995,Annual,East of England,0.449,10.231
1996,Annual,East of England,0.527,10.269
1997,Annual,East of England,0.485,10.062
1998,Annual,East of England,0.510,11.238
1999,Annual,East of England,0.493,13.646
2000,Annual,East of England,0.479,9.492
2001,Annual,East of England,0.479,9.800
2002,Annual,East of England,0.556,14.308
2003,Annual,East of England,0.438,8.215
2004,Annual,East of England,0.571,12.369
2005,Annual,East of England,0.522,11.038
2006,Annual,East of England,0.512,9.454
2007,Annual,East of England,0.574,12.046
2008,Annual,East of England,0.536,11.685
