Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.411,9.039
1982,Annual,East Midlands,0.359,7.922
1983,Annual,East Midlands,0.363,11.583
1984,Annual,East Midlands,0.342,8.961
1985,Annual,East Midlands,0.409,10.369
1986,Annual,East Midlands,0.383,7.184
1987,Annual,East Midlands,0.430,8.000
1988,Annual,East Midlands,0.481,9.262
1989,Annual,East Midlands,0.411,9.466
1990,Annual,East Midlands,0.374,8.447
1991,Annual,East Midlands,0.362,8.738
1992,Annual,East Midlands,0.384,7.835
1993,Annual,East Midlands,0.449,10.709
1994,Annual,East Midlands,0.382,9.408
1995,Annual,East Midlands,0.456,12.000
1996,Annual,East Midlands,0.355,7.417
1997,Annual,East Midlands,0.391,10.437
1998,Annual,East Midlands,0.412,9.107
1999,Annual,East Midlands,0.325,7.146
2000,Annual,East Midlands,0.339,8.330
2001,Annual,East Midlands,0.440,15.660
2002,Annual,East Midlands,0.420,12.971
2003,Annual,East Midlands,0.458,8.291
2004,Annual,East Midlands,0.429,14.845
2005,Annual,East Midlands,0.390,7.951
2006,Annual,East Midlands,0.363,11.796
2007,Annual,East Midlands,0.418,12.612
2008,Annual,East Midlands,0.428,10.379
2009,Annual,East Midlands,0.356,8.427
2010,Annual,East Midlands,0.379,8.767
2011,Annual,East Midlands,0.351,7.417
2012,Annual,East Midlands,0.376,8.184
2013,Annual,East Midlands,0.434,8.767
2014,Annual,East Midlands,0.379,7.621
2015,Annual,East Midlands,0.389,10.709
2016,Annual,East Midlands,0.394,8.592
2017,Annual,East Midlands,0.346,7.660
2018,Annual,East Midlands,0.369,10.107
2019,Annual,East Midlands,0.404,8.913
2020,Annual,East Midlands,0.444,9.660
2021,Annual,East Midlands,0.411,9.680
2022,Annual,East Midlands,0.372,10.883
2023,Annual,East Midlands,0.381,9.126
2024,Annual,East Midlands,0.352,9.660
2025,Annual,East Midlands,0.385,10.320
2026,Annual,East Midlands,0.339,6.233
2027,Annual,East Midlands,0.392,8.631
2028,Annual,East Midlands,0.369,6.447
2029,Annual,East Midlands,0.394,8.175
2030,Annual,East Midlands,0.375,9.214
2031,Annual,East Midlands,0.379,11.427
2032,Annual,East Midlands,0.358,8.010
2033,Annual,East Midlands,0.339,10.291
2034,Annual,East Midlands,0.446,10.845
2035,Annual,East Midlands,0.384,8.379
2036,Annual,East Midlands,0.302,6.563
2037,Annual,East Midlands,0.418,7.777
2038,Annual,East Midlands,0.386,9.883
2039,Annual,East Midlands,0.312,9.942
2040,Annual,East Midlands,0.390,10.456
2041,Annual,East Midlands,0.340,8.748
2042,Annual,East Midlands,0.463,9.495
2043,Annual,East Midlands,0.412,11.000
2044,Annual,East Midlands,0.390,9.621
2045,Annual,East Midlands,0.317,6.990
2046,Annual,East Midlands,0.380,5.825
2047,Annual,East Midlands,0.312,8.660
2048,Annual,East Midlands,0.301,9.204
2049,Annual,East Midlands,0.405,11.660
2050,Annual,East Midlands,0.346,9.680
2051,Annual,East Midlands,0.368,10.883
2052,Annual,East Midlands,0.376,9.903
2053,Annual,East Midlands,0.318,7.078
2054,Annual,East Midlands,0.363,10.476
2055,Annual,East Midlands,0.335,8.184
2056,Annual,East Midlands,0.363,10.447
2057,Annual,East Midlands,0.368,9.699
2058,Annual,East Midlands,0.326,13.097
2059,Annual,East Midlands,0.402,9.553
2060,Annual,East Midlands,0.349,7.311
2061,Annual,East Midlands,0.373,8.223
2062,Annual,East Midlands,0.351,9.709
2063,Annual,East Midlands,0.300,6.000
2064,Annual,East Midlands,0.375,8.951
2065,Annual,East Midlands,0.373,7.874
2066,Annual,East Midlands,0.354,7.223
2067,Annual,East Midlands,0.353,8.243
2068,Annual,East Midlands,0.322,6.194
2069,Annual,East Midlands,0.337,7.456
2070,Annual,East Midlands,0.377,9.078
2071,Annual,East Midlands,0.339,8.485
2072,Annual,East Midlands,0.288,6.340
2073,Annual,East Midlands,0.295,7.592
2074,Annual,East Midlands,0.351,7.650
2075,Annual,East Midlands,0.328,8.107
2076,Annual,East Midlands,0.330,7.019
