Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.439,7.893
1982,Annual,East Midlands,0.476,10.971
1983,Annual,East Midlands,0.445,10.311
1984,Annual,East Midlands,0.516,9.184
1985,Annual,East Midlands,0.412,9.738
1986,Annual,East Midlands,0.397,8.243
1987,Annual,East Midlands,0.346,8.505
1988,Annual,East Midlands,0.504,11.301
1989,Annual,East Midlands,0.377,8.583
1990,Annual,East Midlands,0.392,9.932
1991,Annual,East Midlands,0.428,9.000
1992,Annual,East Midlands,0.470,8.602
1993,Annual,East Midlands,0.471,10.456
1994,Annual,East Midlands,0.436,9.515
1995,Annual,East Midlands,0.410,10.214
1996,Annual,East Midlands,0.453,11.476
1997,Annual,East Midlands,0.423,9.718
1998,Annual,East Midlands,0.398,7.301
1999,Annual,East Midlands,0.353,7.835
2000,Annual,East Midlands,0.362,8.699
2001,Annual,East Midlands,0.365,10.650
2002,Annual,East Midlands,0.418,9.573
2003,Annual,East Midlands,0.414,7.922
2004,Annual,East Midlands,0.436,9.311
2005,Annual,East Midlands,0.484,9.214
2006,Annual,East Midlands,0.486,11.621
2007,Annual,East Midlands,0.453,8.786
2008,Annual,East Midlands,0.441,10.301
2009,Annual,East Midlands,0.313,8.282
2010,Annual,East Midlands,0.410,10.243
2011,Annual,East Midlands,0.410,9.417
2012,Annual,East Midlands,0.404,9.049
2013,Annual,East Midlands,0.464,8.524
2014,Annual,East Midlands,0.482,12.340
2015,Annual,East Midlands,0.418,8.204
2016,Annual,East Midlands,0.390,9.573
2017,Annual,East Midlands,0.468,9.456
2018,Annual,East Midlands,0.397,8.583
2019,Annual,East Midlands,0.393,9.369
2020,Annual,East Midlands,0.493,11.223
2021,Annual,East Midlands,0.374,8.466
2022,Annual,East Midlands,0.450,10.204
2023,Annual,East Midlands,0.429,9.505
2024,Annual,East Midlands,0.485,11.505
2025,Annual,East Midlands,0.490,10.058
2026,Annual,East Midlands,0.408,11.039
2027,Annual,East Midlands,0.447,10.000
2028,Annual,East Midlands,0.461,15.485
2029,Annual,East Midlands,0.351,7.243
2030,Annual,East Midlands,0.476,9.767
2031,Annual,East Midlands,0.382,9.728
2032,Annual,East Midlands,0.559,9.650
2033,Annual,East Midlands,0.442,11.165
2034,Annual,East Midlands,0.377,9.728
2035,Annual,East Midlands,0.420,12.107
2036,Annual,East Midlands,0.416,8.816
2037,Annual,East Midlands,0.426,10.039
2038,Annual,East Midlands,0.461,10.777
2039,Annual,East Midlands,0.407,13.398
2040,Annual,East Midlands,0.380,8.146
2041,Annual,East Midlands,0.394,8.583
2042,Annual,East Midlands,0.345,7.184
2043,Annual,East Midlands,0.354,8.243
2044,Annual,East Midlands,0.430,8.524
2045,Annual,East Midlands,0.381,9.524
2046,Annual,East Midlands,0.417,8.981
2047,Annual,East Midlands,0.384,8.806
2048,Annual,East Midlands,0.478,10.262
2049,Annual,East Midlands,0.370,9.544
2050,Annual,East Midlands,0.421,11.330
2051,Annual,East Midlands,0.351,7.602
2052,Annual,East Midlands,0.423,11.155
2053,Annual,East Midlands,0.451,11.204
2054,Annual,East Midlands,0.404,11.427
2055,Annual,East Midlands,0.407,9.068
2056,Annual,East Midlands,0.412,9.117
2057,Annual,East Midlands,0.410,10.301
2058,Annual,East Midlands,0.419,10.097
2059,Annual,East Midlands,0.431,8.282
2060,Annual,East Midlands,0.382,9.641
2061,Annual,East Midlands,0.411,11.505
2062,Annual,East Midlands,0.303,7.466
2063,Annual,East Midlands,0.381,9.786
2064,Annual,East Midlands,0.423,8.689
2065,Annual,East Midlands,0.367,8.350
2066,Annual,East Midlands,0.384,7.097
2067,Annual,East Midlands,0.413,13.437
2068,Annual,East Midlands,0.440,10.078
2069,Annual,East Midlands,0.373,8.835
2070,Annual,East Midlands,0.387,10.631
2071,Annual,East Midlands,0.409,19.107
2072,Annual,East Midlands,0.378,7.942
2073,Annual,East Midlands,0.406,8.272
2074,Annual,East Midlands,0.372,8.184
2075,Annual,East Midlands,0.381,9.117
2076,Annual,East Midlands,0.373,8.932
2077,Annual,East Midlands,0.368,8.689
2078,Annual,East Midlands,0.411,13.408
2079,Annual,East Midlands,0.381,12.738
2080,Annual,East Midlands,0.361,8.165
1981,Annual,East of England,0.428,9.551
1982,Annual,East of England,0.450,8.945
1983,Annual,East of England,0.398,8.913
1984,Annual,East of England,0.471,8.268
1985,Annual,East of England,0.369,8.795
1986,Annual,East of England,0.358,7.291
1987,Annual,East of England,0.302,6.898
1988,Annual,East of England,0.476,11.291
1989,Annual,East of England,0.362,7.417
1990,Annual,East of England,0.375,9.039
1991,Annual,East of England,0.403,8.646
1992,Annual,East of England,0.447,8.953
1993,Annual,East of England,0.446,10.984
1994,Annual,East of England,0.395,8.866
1995,Annual,East of England,0.377,8.874
1996,Annual,East of England,0.416,11.858
1997,Annual,East of England,0.390,9.630
1998,Annual,East of England,0.370,6.543
1999,Annual,East of England,0.321,6.331
2000,Annual,East of England,0.336,6.803
2001,Annual,East of England,0.324,8.260
2002,Annual,East of England,0.390,8.646
2003,Annual,East of England,0.386,8.150
2004,Annual,East of England,0.429,8.307
2005,Annual,East of England,0.460,9.512
2006,Annual,East of England,0.440,9.929
2007,Annual,East of England,0.419,9.772
2008,Annual,East of England,0.416,8.528
2009,Annual,East of England,0.294,6.583
2010,Annual,East of England,0.395,9.591
2011,Annual,East of England,0.360,7.268
2012,Annual,East of England,0.359,7.031
2013,Annual,East of England,0.434,8.756
2014,Annual,East of England,0.468,12.551
2015,Annual,East of England,0.394,6.827
2016,Annual,East of England,0.369,8.205
2017,Annual,East of England,0.432,8.299
2018,Annual,East of England,0.362,6.071
2019,Annual,East of England,0.350,7.756
2020,Annual,East of England,0.452,8.961
2021,Annual,East of England,0.337,7.047
2022,Annual,East of England,0.412,8.409
2023,Annual,East of England,0.407,10.118
2024,Annual,East of England,0.478,9.780
2025,Annual,East of England,0.446,9.047
2026,Annual,East of England,0.399,10.976
2027,Annual,East of England,0.422,8.921
2028,Annual,East of England,0.417,13.858
2029,Annual,East of England,0.315,6.181
2030,Annual,East of England,0.467,12.441
2031,Annual,East of England,0.357,8.591
2032,Annual,East of England,0.516,9.961
2033,Annual,East of England,0.428,10.016
2034,Annual,East of England,0.368,12.654
2035,Annual,East of England,0.370,10.008
2036,Annual,East of England,0.401,8.087
2037,Annual,East of England,0.398,9.213
2038,Annual,East of England,0.428,8.307
2039,Annual,East of England,0.385,13.559
2040,Annual,East of England,0.316,7.819
2041,Annual,East of England,0.356,9.165
2042,Annual,East of England,0.310,7.811
2043,Annual,East of England,0.321,6.496
2044,Annual,East of England,0.420,8.189
2045,Annual,East of England,0.382,8.827
2046,Annual,East of England,0.389,7.307
2047,Annual,East of England,0.333,7.606
2048,Annual,East of England,0.458,9.457
2049,Annual,East of England,0.341,7.102
2050,Annual,East of England,0.373,10.528
2051,Annual,East of England,0.336,7.189
2052,Annual,East of England,0.417,10.638
