Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.419,8.359
1982,Annual,East Midlands,0.440,9.000
1983,Annual,East Midlands,0.385,9.864
1984,Annual,East Midlands,0.399,7.583
1985,Annual,East Midlands,0.443,10.058
1986,Annual,East Midlands,0.416,8.835
1987,Annual,East Midlands,0.480,9.680
1988,Annual,East Midlands,0.441,10.330
1989,Annual,East Midlands,0.403,8.340
1990,Annual,East Midlands,0.479,13.485
1991,Annual,East Midlands,0.456,11.505
1992,Annual,East Midlands,0.427,8.126
1993,Annual,East Midlands,0.501,9.359
1994,Annual,East Midlands,0.399,9.709
1995,Annual,East Midlands,0.397,8.874
1996,Annual,East Midlands,0.408,8.845
1997,Annual,East Midlands,0.426,9.000
1998,Annual,East Midlands,0.447,9.903
1999,Annual,East Midlands,0.380,8.893
2000,Annual,East Midlands,0.431,8.835
2001,Annual,East Midlands,0.433,9.602
2002,Annual,East Midlands,0.398,8.243
2003,Annual,East Midlands,0.477,9.883
2004,Annual,East Midlands,0.421,8.650
2005,Annual,East Midlands,0.475,9.883
2006,Annual,East Midlands,0.415,9.563
2007,Annual,East Midlands,0.439,7.835
2008,Annual,East Midlands,0.470,9.359
2009,Annual,East Midlands,0.392,8.272
2010,Annual,East Midlands,0.485,9.456
2011,Annual,East Midlands,0.448,11.097
2012,Annual,East Midlands,0.401,7.913
2013,Annual,East Midlands,0.429,9.388
2014,Annual,East Midlands,0.410,11.699
2015,Annual,East Midlands,0.400,8.243
2016,Annual,East Midlands,0.374,7.670
2017,Annual,East Midlands,0.488,11.010
2018,Annual,East Midlands,0.417,8.650
2019,Annual,East Midlands,0.429,11.272
2020,Annual,East Midlands,0.348,8.078
2021,Annual,East Midlands,0.463,11.223
2022,Annual,East Midlands,0.349,6.854
2023,Annual,East Midlands,0.396,11.039
2024,Annual,East Midlands,0.418,7.893
2025,Annual,East Midlands,0.427,9.466
2026,Annual,East Midlands,0.369,7.058
2027,Annual,East Midlands,0.386,9.495
2028,Annual,East Midlands,0.368,8.738
2029,Annual,East Midlands,0.362,8.505
2030,Annual,East Midlands,0.364,8.515
2031,Annual,East Midlands,0.371,11.505
2032,Annual,East Midlands,0.395,9.505
2033,Annual,East Midlands,0.368,8.398
2034,Annual,East Midlands,0.400,7.942
2035,Annual,East Midlands,0.390,10.233
2036,Annual,East Midlands,0.389,9.816
2037,Annual,East Midlands,0.342,6.961
2038,Annual,East Midlands,0.412,8.573
2039,Annual,East Midlands,0.388,8.010
2040,Annual,East Midlands,0.359,8.757
2041,Annual,East Midlands,0.378,8.039
2042,Annual,East Midlands,0.393,9.466
2043,Annual,East Midlands,0.376,8.000
2044,Annual,East Midlands,0.360,9.990
2045,Annual,East Midlands,0.427,10.136
2046,Annual,East Midlands,0.391,8.078
2047,Annual,East Midlands,0.393,8.592
2048,Annual,East Midlands,0.314,8.893
2049,Annual,East Midlands,0.345,8.476
2050,Annual,East Midlands,0.380,7.515
2051,Annual,East Midlands,0.423,10.942
2052,Annual,East Midlands,0.370,7.466
2053,Annual,East Midlands,0.446,9.175
2054,Annual,East Midlands,0.328,6.505
2055,Annual,East Midlands,0.395,10.340
2056,Annual,East Midlands,0.335,7.553
2057,Annual,East Midlands,0.344,7.495
2058,Annual,East Midlands,0.333,8.282
2059,Annual,East Midlands,0.305,8.223
2060,Annual,East Midlands,0.353,5.748
2061,Annual,East Midlands,0.368,8.922
2062,Annual,East Midlands,0.382,14.379
2063,Annual,East Midlands,0.348,9.466
2064,Annual,East Midlands,0.366,11.728
2065,Annual,East Midlands,0.347,7.990
2066,Annual,East Midlands,0.357,7.903
2067,Annual,East Midlands,0.418,10.796
2068,Annual,East Midlands,0.306,6.660
2069,Annual,East Midlands,0.357,9.243
2070,Annual,East Midlands,0.353,7.738
2071,Annual,East Midlands,0.319,7.660
2072,Annual,East Midlands,0.387,7.738
2073,Annual,East Midlands,0.346,8.291
2074,Annual,East Midlands,0.410,8.913
2075,Annual,East Midlands,0.351,7.670
2076,Annual,East Midlands,0.355,9.350
2077,Annual,East Midlands,0.350,7.922
2078,Annual,East Midlands,0.368,8.252
2079,Annual,East Midlands,0.314,8.252
2080,Annual,East Midlands,0.355,7.340
1981,Annual,East of England,0.389,7.866
1982,Annual,East of England,0.430,9.307
1983,Annual,East of England,0.367,10.685
1984,Annual,East of England,0.369,6.866
1985,Annual,East of England,0.410,7.961
1986,Annual,East of England,0.410,8.031
1987,Annual,East of England,0.468,9.504
1988,Annual,East of England,0.411,8.472
1989,Annual,East of England,0.401,8.157
1990,Annual,East of England,0.451,12.331
1991,Annual,East of England,0.440,9.559
1992,Annual,East of England,0.415,6.961
1993,Annual,East of England,0.505,8.890
1994,Annual,East of England,0.351,9.732
1995,Annual,East of England,0.368,7.417
1996,Annual,East of England,0.371,6.780
1997,Annual,East of England,0.412,9.252
1998,Annual,East of England,0.412,11.213
1999,Annual,East of England,0.356,8.441
2000,Annual,East of England,0.398,8.654
2001,Annual,East of England,0.384,8.921
2002,Annual,East of England,0.370,6.528
2003,Annual,East of England,0.458,9.638
2004,Annual,East of England,0.410,8.661
2005,Annual,East of England,0.447,8.528
2006,Annual,East of England,0.399,10.165
2007,Annual,East of England,0.425,8.622
2008,Annual,East of England,0.439,8.984
2009,Annual,East of England,0.378,7.465
2010,Annual,East of England,0.443,9.063
2011,Annual,East of England,0.407,7.205
2012,Annual,East of England,0.395,8.535
2013,Annual,East of England,0.420,9.110
2014,Annual,East of England,0.365,9.150
2015,Annual,East of England,0.385,8.528
2016,Annual,East of England,0.362,9.858
2017,Annual,East of England,0.475,10.913
2018,Annual,East of England,0.397,9.331
2019,Annual,East of England,0.413,10.417
2020,Annual,East of England,0.325,7.882
2021,Annual,East of England,0.449,9.449
2022,Annual,East of England,0.355,7.181
2023,Annual,East of England,0.377,8.205
2024,Annual,East of England,0.402,7.764
2025,Annual,East of England,0.390,9.543
2026,Annual,East of England,0.342,6.575
2027,Annual,East of England,0.364,8.504
2028,Annual,East of England,0.333,5.748
2029,Annual,East of England,0.348,8.598
2030,Annual,East of England,0.363,7.567
2031,Annual,East of England,0.360,11.386
2032,Annual,East of England,0.382,7.661
2033,Annual,East of England,0.341,7.134
2034,Annual,East of England,0.400,7.268
2035,Annual,East of England,0.357,9.244
2036,Annual,East of England,0.350,8.622
2037,Annual,East of England,0.313,6.646
2038,Annual,East of England,0.406,7.882
2039,Annual,East of England,0.355,6.992
2040,Annual,East of England,0.349,7.315
2041,Annual,East of England,0.362,8.087
2042,Annual,East of England,0.389,10.866
2043,Annual,East of England,0.364,7.433
2044,Annual,East of England,0.333,9.126
2045,Annual,East of England,0.410,9.386
2046,Annual,East of England,0.366,7.055
2047,Annual,East of England,0.379,9.213
2048,Annual,East of England,0.286,7.339
2049,Annual,East of England,0.338,7.449
2050,Annual,East of England,0.347,6.630
2051,Annual,East of England,0.407,11.323
2052,Annual,East of England,0.324,7.283
2053,Annual,East of England,0.407,7.937
2054,Annual,East of England,0.333,7.386
2055,Annual,East of England,0.381,10.520
2056,Annual,East of England,0.335,7.220
2057,Annual,East of England,0.341,6.780
2058,Annual,East of England,0.335,7.677
2059,Annual,East of England,0.306,8.071
2060,Annual,East of England,0.338,6.835
2061,Annual,East of England,0.332,6.724
2062,Annual,East of England,0.358,9.591
2063,Annual,East of England,0.334,9.252
2064,Annual,East of England,0.349,9.260
2065,Annual,East of England,0.318,7.528
2066,Annual,East of England,0.343,8.622
2067,Annual,East of England,0.388,8.654
2068,Annual,East of England,0.292,5.701
2069,Annual,East of England,0.338,9.228
2070,Annual,East of England,0.340,7.622
2071,Annual,East of England,0.309,7.402
2072,Annual,East of England,0.360,9.402
2073,Annual,East of England,0.321,7.126
2074,Annual,East of England,0.398,9.008
2075,Annual,East of England,0.337,7.110
2076,Annual,East of England,0.322,9.315
2077,Annual,East of England,0.315,8.669
2078,Annual,East of England,0.341,6.906
2079,Annual,East of England,0.302,6.583
2080,Annual,East of England,0.370,8.780
1981,Annual,East Scotland,0.515,12.881
1982,Annual,East Scotland,0.554,14.588
1983,Annual,East Scotland,0.539,15.637
1984,Annual,East Scotland,0.504,14.581
1985,Annual,East Scotland,0.568,13.988
1986,Annual,East Scotland,0.523,13.100
1987,Annual,East Scotland,0.537,12.738
1988,Annual,East Scotland,0.576,14.619
1989,Annual,East Scotland,0.460,10.619
1990,Annual,East Scotland,0.624,17.525
1991,Annual,East Scotland,0.484,11.106
1992,Annual,East Scotland,0.517,13.825
1993,Annual,East Scotland,0.545,16.300
1994,Annual,East Scotland,0.529,15.419
1995,Annual,East Scotland,0.506,10.650
1996,Annual,East Scotland,0.530,15.406
1997,Annual,East Scotland,0.535,12.981
1998,Annual,East Scotland,0.539,16.462
1999,Annual,East Scotland,0.526,13.387
2000,Annual,East Scotland,0.548,14.794
2001,Annual,East Scotland,0.541,13.275
2002,Annual,East Scotland,0.533,13.787
2003,Annual,East Scotland,0.588,17.587
2004,Annual,East Scotland,0.571,14.387
2005,Annual,East Scotland,0.574,13.644
2006,Annual,East Scotland,0.529,11.113
2007,Annual,East Scotland,0.527,13.787
2008,Annual,East Scotland,0.519,13.731
2009,Annual,East Scotland,0.545,18.087
2010,Annual,East Scotland,0.537,14.219
2011,Annual,East Scotland,0.570,14.025
2012,Annual,East Scotland,0.533,14.931
2013,Annual,East Scotland,0.556,14.219
2014,Annual,East Scotland,0.533,13.675
2015,Annual,East Scotland,0.529,12.725
2016,Annual,East Scotland,0.551,14.025
2017,Annual,East Scotland,0.562,12.894
2018,Annual,East Scotland,0.520,11.269
2019,Annual,East Scotland,0.542,14.369
2020,Annual,East Scotland,0.483,13.512
2021,Annual,East Scotland,0.588,16.163
2022,Annual,East Scotland,0.486,15.406
2023,Annual,East Scotland,0.466,14.394
2024,Annual,East Scotland,0.508,12.931
2025,Annual,East Scotland,0.571,13.231
2026,Annual,East Scotland,0.521,14.488
2027,Annual,East Scotland,0.520,13.606
2028,Annual,East Scotland,0.507,12.219
2029,Annual,East Scotland,0.525,14.281
2030,Annual,East Scotland,0.492,12.100
2031,Annual,East Scotland,0.488,12.887
2032,Annual,East Scotland,0.513,13.387
2033,Annual,East Scotland,0.516,15.644
2034,Annual,East Scotland,0.514,14.400
2035,Annual,East Scotland,0.512,16.012
2036,Annual,East Scotland,0.518,15.637
2037,Annual,East Scotland,0.491,12.325
2038,Annual,East Scotland,0.497,12.756
2039,Annual,East Scotland,0.488,12.256
2040,Annual,East Scotland,0.477,10.938
2041,Annual,East Scotland,0.429,10.675
2042,Annual,East Scotland,0.473,12.481
2043,Annual,East Scotland,0.483,12.981
2044,Annual,East Scotland,0.493,12.762
2045,Annual,East Scotland,0.530,13.756
2046,Annual,East Scotland,0.480,13.925
2047,Annual,East Scotland,0.534,13.894
2048,Annual,East Scotland,0.484,11.062
2049,Annual,East Scotland,0.458,13.562
2050,Annual,East Scotland,0.503,14.850
2051,Annual,East Scotland,0.490,10.156
2052,Annual,East Scotland,0.487,11.481
2053,Annual,East Scotland,0.542,13.981
2054,Annual,East Scotland,0.444,8.694
2055,Annual,East Scotland,0.530,14.775
2056,Annual,East Scotland,0.500,16.600
2057,Annual,East Scotland,0.446,11.731
2058,Annual,East Scotland,0.464,13.406
2059,Annual,East Scotland,0.526,16.038
2060,Annual,East Scotland,0.489,10.744
2061,Annual,East Scotland,0.513,12.319
2062,Annual,East Scotland,0.511,12.169
2063,Annual,East Scotland,0.476,12.137
2064,Annual,East Scotland,0.462,14.912
2065,Annual,East Scotland,0.475,13.531
2066,Annual,East Scotland,0.524,10.556
2067,Annual,East Scotland,0.515,14.344
2068,Annual,East Scotland,0.450,11.075
2069,Annual,East Scotland,0.462,11.019
2070,Annual,East Scotland,0.499,11.588
2071,Annual,East Scotland,0.477,13.631
2072,Annual,East Scotland,0.501,11.025
2073,Annual,East Scotland,0.473,12.588
2074,Annual,East Scotland,0.513,14.956
2075,Annual,East Scotland,0.464,11.844
2076,Annual,East Scotland,0.487,13.238
2077,Annual,East Scotland,0.465,10.387
2078,Annual,East Scotland,0.429,11.113
2079,Annual,East Scotland,0.446,11.881
2080,Annual,East Scotland,0.507,14.325
1981,Annual,London,0.379,7.167
1982,Annual,London,0.416,6.583
1983,Annual,London,0.387,11.250
1984,Annual,London,0.376,6.000
1985,Annual,London,0.425,9.500
1986,Annual,London,0.407,8.167
1987,Annual,London,0.467,10.667
1988,Annual,London,0.378,8.500
1989,Annual,London,0.400,7.250
1990,Annual,London,0.460,10.417
1991,Annual,London,0.432,7.583
1992,Annual,London,0.392,7.917
1993,Annual,London,0.487,7.583
1994,Annual,London,0.355,9.000
1995,Annual,London,0.375,7.167
1996,Annual,London,0.349,6.167
1997,Annual,London,0.382,6.000
1998,Annual,London,0.411,8.750
1999,Annual,London,0.349,10.000
2000,Annual,London,0.388,8.333
2001,Annual,London,0.362,9.167
2002,Annual,London,0.362,6.333
2003,Annual,London,0.443,8.083
2004,Annual,London,0.433,9.667
2005,Annual,London,0.435,8.333
2006,Annual,London,0.392,8.833
2007,Annual,London,0.403,8.083
2008,Annual,London,0.419,10.083
2009,Annual,London,0.364,7.917
2010,Annual,London,0.445,8.583
2011,Annual,London,0.428,11.333
2012,Annual,London,0.395,8.417
2013,Annual,London,0.409,8.417
2014,Annual,London,0.345,6.500
2015,Annual,London,0.411,8.667
2016,Annual,London,0.366,7.500
2017,Annual,London,0.449,10.167
2018,Annual,London,0.389,9.167
2019,Annual,London,0.412,15.083
2020,Annual,London,0.328,7.250
2021,Annual,London,0.445,12.500
2022,Annual,London,0.361,6.500
2023,Annual,London,0.375,8.083
2024,Annual,London,0.397,7.917
2025,Annual,London,0.395,7.917
2026,Annual,London,0.328,5.500
2027,Annual,London,0.354,10.417
2028,Annual,London,0.319,5.917
2029,Annual,London,0.342,8.333
2030,Annual,London,0.370,6.500
2031,Annual,London,0.349,14.750
2032,Annual,London,0.374,7.000
2033,Annual,London,0.310,5.833
2034,Annual,London,0.381,7.917
2035,Annual,London,0.365,9.083
2036,Annual,London,0.343,7.167
2037,Annual,London,0.311,5.583
2038,Annual,London,0.419,8.500
2039,Annual,London,0.347,6.833
2040,Annual,London,0.342,6.250
2041,Annual,London,0.358,8.000
2042,Annual,London,0.397,8.167
2043,Annual,London,0.344,7.583
2044,Annual,London,0.343,11.000
2045,Annual,London,0.398,11.000
2046,Annual,London,0.356,7.000
2047,Annual,London,0.359,10.500
2048,Annual,London,0.260,9.083
2049,Annual,London,0.343,6.750
2050,Annual,London,0.352,8.833
2051,Annual,London,0.408,10.250
2052,Annual,London,0.346,6.750
2053,Annual,London,0.412,8.583
2054,Annual,London,0.317,5.583
2055,Annual,London,0.380,11.000
2056,Annual,London,0.325,6.417
2057,Annual,London,0.333,7.750
2058,Annual,London,0.325,8.250
2059,Annual,London,0.309,7.083
2060,Annual,London,0.326,10.833
2061,Annual,London,0.344,7.167
2062,Annual,London,0.365,7.250
2063,Annual,London,0.351,9.583
2064,Annual,London,0.338,7.417
2065,Annual,London,0.308,7.000
2066,Annual,London,0.319,8.250
2067,Annual,London,0.409,10.833
2068,Annual,London,0.311,6.167
2069,Annual,London,0.326,7.833
2070,Annual,London,0.345,6.583
2071,Annual,London,0.327,8.917
2072,Annual,London,0.348,8.333
2073,Annual,London,0.315,7.583
2074,Annual,London,0.410,8.750
2075,Annual,London,0.344,7.917
2076,Annual,London,0.298,8.167
2077,Annual,London,0.331,9.167
2078,Annual,London,0.359,8.000
2079,Annual,London,0.289,5.333
2080,Annual,London,0.366,7.750
1981,Annual,North East England,0.460,9.333
1982,Annual,North East England,0.531,12.614
1983,Annual,North East England,0.471,12.474
1984,Annual,North East England,0.457,10.509
1985,Annual,North East England,0.527,12.789
1986,Annual,North East England,0.505,13.088
1987,Annual,North East England,0.525,11.246
1988,Annual,North East England,0.522,14.123
1989,Annual,North East England,0.434,10.404
1990,Annual,North East England,0.539,12.439
1991,Annual,North East England,0.484,12.351
1992,Annual,North East England,0.520,10.754
1993,Annual,North East England,0.516,11.474
1994,Annual,North East England,0.451,11.368
1995,Annual,North East England,0.447,9.281
1996,Annual,North East England,0.476,13.596
1997,Annual,North East England,0.533,12.368
1998,Annual,North East England,0.518,12.035
1999,Annual,North East England,0.468,12.070
2000,Annual,North East England,0.511,12.842
2001,Annual,North East England,0.487,9.947
2002,Annual,North East England,0.479,10.018
2003,Annual,North East England,0.554,12.088
2004,Annual,North East England,0.502,11.456
2005,Annual,North East England,0.528,11.632
2006,Annual,North East England,0.487,10.018
2007,Annual,North East England,0.491,9.860
2008,Annual,North East England,0.499,9.772
2009,Annual,North East England,0.484,15.842
2010,Annual,North East England,0.501,11.684
2011,Annual,North East England,0.504,11.579
2012,Annual,North East England,0.488,11.228
2013,Annual,North East England,0.506,12.070
2014,Annual,North East England,0.469,10.211
2015,Annual,North East England,0.471,8.807
2016,Annual,North East England,0.474,10.333
2017,Annual,North East England,0.541,9.737
2018,Annual,North East England,0.487,9.719
2019,Annual,North East England,0.488,12.158
2020,Annual,North East England,0.386,8.596
2021,Annual,North East England,0.522,12.351
2022,Annual,North East England,0.455,10.702
2023,Annual,North East England,0.459,11.140
2024,Annual,North East England,0.482,12.596
2025,Annual,North East England,0.535,12.667
2026,Annual,North East England,0.478,11.053
2027,Annual,North East England,0.454,11.807
2028,Annual,North East England,0.447,11.105
2029,Annual,North East England,0.434,11.070
2030,Annual,North East England,0.438,9.544
2031,Annual,North East England,0.445,10.035
2032,Annual,North East England,0.461,12.140
2033,Annual,North East England,0.460,11.860
2034,Annual,North East England,0.459,12.211
2035,Annual,North East England,0.471,12.491
2036,Annual,North East England,0.447,12.912
2037,Annual,North East England,0.435,9.298
2038,Annual,North East England,0.469,12.228
2039,Annual,North East England,0.445,8.404
2040,Annual,North East England,0.431,12.614
2041,Annual,North East England,0.414,9.877
2042,Annual,North East England,0.459,12.105
2043,Annual,North East England,0.436,11.000
2044,Annual,North East England,0.443,9.807
2045,Annual,North East England,0.474,9.298
2046,Annual,North East England,0.428,12.316
2047,Annual,North East England,0.492,10.105
2048,Annual,North East England,0.417,8.930
2049,Annual,North East England,0.384,9.281
2050,Annual,North East England,0.464,12.474
2051,Annual,North East England,0.488,10.772
2052,Annual,North East England,0.457,11.018
2053,Annual,North East England,0.527,9.947
2054,Annual,North East England,0.394,6.649
2055,Annual,North East England,0.479,11.333
2056,Annual,North East England,0.423,7.842
2057,Annual,North East England,0.415,9.667
2058,Annual,North East England,0.402,12.018
2059,Annual,North East England,0.445,13.123
2060,Annual,North East England,0.439,8.368
2061,Annual,North East England,0.418,11.579
2062,Annual,North East England,0.453,11.474
2063,Annual,North East England,0.406,10.684
2064,Annual,North East England,0.401,11.772
2065,Annual,North East England,0.444,10.070
2066,Annual,North East England,0.473,9.333
2067,Annual,North East England,0.469,13.333
2068,Annual,North East England,0.371,7.246
2069,Annual,North East England,0.423,9.193
2070,Annual,North East England,0.452,10.807
2071,Annual,North East England,0.378,11.193
2072,Annual,North East England,0.461,11.000
2073,Annual,North East England,0.418,9.070
2074,Annual,North East England,0.459,11.298
2075,Annual,North East England,0.421,12.281
2076,Annual,North East England,0.444,11.596
2077,Annual,North East England,0.415,7.825
2078,Annual,North East England,0.389,8.544
2079,Annual,North East England,0.386,12.930
2080,Annual,North East England,0.469,9.807
1981,Annual,North Scotland,0.622,19.212
1982,Annual,North Scotland,0.617,21.245
1983,Annual,North Scotland,0.630,30.080
1984,Annual,North Scotland,0.639,22.712
1985,Annual,North Scotland,0.610,21.208
1986,Annual,North Scotland,0.618,22.108
1987,Annual,North Scotland,0.603,19.344
1988,Annual,North Scotland,0.662,17.675
1989,Annual,North Scotland,0.611,18.236
1990,Annual,North Scotland,0.709,25.505
1991,Annual,North Scotland,0.574,14.283
1992,Annual,North Scotland,0.610,18.769
1993,Annual,North Scotland,0.613,16.269
1994,Annual,North Scotland,0.592,18.226
1995,Annual,North Scotland,0.616,19.660
1996,Annual,North Scotland,0.679,21.863
1997,Annual,North Scotland,0.627,18.231
1998,Annual,North Scotland,0.597,16.462
1999,Annual,North Scotland,0.612,19.009
2000,Annual,North Scotland,0.594,15.840
