Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.395,9.184
1982,Annual,East Midlands,0.448,10.728
1983,Annual,East Midlands,0.488,9.010
1984,Annual,East Midlands,0.371,9.485
1985,Annual,East Midlands,0.455,10.641
1986,Annual,East Midlands,0.444,11.718
1987,Annual,East Midlands,0.431,8.010
1988,Annual,East Midlands,0.482,9.573
1989,Annual,East Midlands,0.410,12.388
1990,Annual,East Midlands,0.412,7.573
1991,Annual,East Midlands,0.391,10.922
1992,Annual,East Midlands,0.426,8.350
1993,Annual,East Midlands,0.393,9.971
1994,Annual,East Midlands,0.413,10.437
1995,Annual,East Midlands,0.401,10.320
1996,Annual,East Midlands,0.430,11.573
1997,Annual,East Midlands,0.446,10.136
1998,Annual,East Midlands,0.386,7.864
1999,Annual,East Midlands,0.415,7.534
2000,Annual,East Midlands,0.387,9.204
2001,Annual,East Midlands,0.448,13.689
2002,Annual,East Midlands,0.427,12.369
2003,Annual,East Midlands,0.474,10.524
2004,Annual,East Midlands,0.412,9.592
2005,Annual,East Midlands,0.428,9.243
2006,Annual,East Midlands,0.417,8.155
2007,Annual,East Midlands,0.307,9.214
2008,Annual,East Midlands,0.377,8.456
2009,Annual,East Midlands,0.451,11.534
2010,Annual,East Midlands,0.376,8.961
2011,Annual,East Midlands,0.454,7.942
2012,Annual,East Midlands,0.370,7.262
2013,Annual,East Midlands,0.383,8.000
2014,Annual,East Midlands,0.410,7.709
2015,Annual,East Midlands,0.418,9.010
2016,Annual,East Midlands,0.414,8.777
2017,Annual,East Midlands,0.438,8.728
2018,Annual,East Midlands,0.401,8.291
2019,Annual,East Midlands,0.504,10.107
2020,Annual,East Midlands,0.382,10.981
2021,Annual,East Midlands,0.405,8.718
2022,Annual,East Midlands,0.390,7.612
2023,Annual,East Midlands,0.421,11.136
2024,Annual,East Midlands,0.347,8.417
2025,Annual,East Midlands,0.428,8.932
2026,Annual,East Midlands,0.450,10.699
2027,Annual,East Midlands,0.432,8.660
2028,Annual,East Midlands,0.411,9.311
2029,Annual,East Midlands,0.365,9.767
2030,Annual,East Midlands,0.385,6.854
2031,Annual,East Midlands,0.435,10.282
2032,Annual,East Midlands,0.472,8.816
2033,Annual,East Midlands,0.371,9.437
2034,Annual,East Midlands,0.371,8.602
2035,Annual,East Midlands,0.427,7.689
2036,Annual,East Midlands,0.439,10.243
2037,Annual,East Midlands,0.367,9.029
2038,Annual,East Midlands,0.323,8.078
2039,Annual,East Midlands,0.374,8.049
2040,Annual,East Midlands,0.382,11.039
2041,Annual,East Midlands,0.325,8.728
2042,Annual,East Midlands,0.311,9.262
2043,Annual,East Midlands,0.353,9.204
2044,Annual,East Midlands,0.400,7.777
2045,Annual,East Midlands,0.330,9.631
2046,Annual,East Midlands,0.392,8.709
2047,Annual,East Midlands,0.412,10.204
2048,Annual,East Midlands,0.393,8.650
2049,Annual,East Midlands,0.406,11.447
2050,Annual,East Midlands,0.345,13.165
2051,Annual,East Midlands,0.387,13.466
2052,Annual,East Midlands,0.402,8.913
2053,Annual,East Midlands,0.364,7.107
2054,Annual,East Midlands,0.345,9.233
2055,Annual,East Midlands,0.398,14.117
2056,Annual,East Midlands,0.277,7.437
2057,Annual,East Midlands,0.333,10.117
2058,Annual,East Midlands,0.403,9.019
2059,Annual,East Midlands,0.352,7.194
2060,Annual,East Midlands,0.344,7.544
2061,Annual,East Midlands,0.375,7.893
2062,Annual,East Midlands,0.319,7.301
2063,Annual,East Midlands,0.357,8.534
2064,Annual,East Midlands,0.419,10.699
2065,Annual,East Midlands,0.401,10.243
2066,Annual,East Midlands,0.393,10.670
2067,Annual,East Midlands,0.413,10.301
2068,Annual,East Midlands,0.431,6.350
2069,Annual,East Midlands,0.389,7.485
2070,Annual,East Midlands,0.357,9.981
2071,Annual,East Midlands,0.379,7.563
2072,Annual,East Midlands,0.386,8.340
2073,Annual,East Midlands,0.292,8.262
2074,Annual,East Midlands,0.388,8.029
2075,Annual,East Midlands,0.349,8.282
2076,Annual,East Midlands,0.368,8.184
2077,Annual,East Midlands,0.416,8.981
