Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.404,9.650
1982,Annual,East Midlands,0.363,9.845
1983,Annual,East Midlands,0.326,7.612
1984,Annual,East Midlands,0.418,8.825
1985,Annual,East Midlands,0.390,7.350
1986,Annual,East Midlands,0.349,7.922
1987,Annual,East Midlands,0.343,7.854
1988,Annual,East Midlands,0.420,6.718
1989,Annual,East Midlands,0.377,9.971
1990,Annual,East Midlands,0.296,10.660
1991,Annual,East Midlands,0.366,7.913
1992,Annual,East Midlands,0.413,7.388
1993,Annual,East Midlands,0.376,9.194
1994,Annual,East Midlands,0.392,8.495
1995,Annual,East Midlands,0.374,10.340
1996,Annual,East Midlands,0.402,8.670
1997,Annual,East Midlands,0.300,7.728
1998,Annual,East Midlands,0.394,8.233
1999,Annual,East Midlands,0.380,8.942
2000,Annual,East Midlands,0.382,8.282
2001,Annual,East Midlands,0.391,8.039
2002,Annual,East Midlands,0.244,5.621
2003,Annual,East Midlands,0.381,7.631
2004,Annual,East Midlands,0.330,9.126
2005,Annual,East Midlands,0.367,7.223
2006,Annual,East Midlands,0.439,8.883
2007,Annual,East Midlands,0.345,8.835
2008,Annual,East Midlands,0.324,7.359
2009,Annual,East Midlands,0.355,7.534
2010,Annual,East Midlands,0.447,10.214
2011,Annual,East Midlands,0.354,8.369
2012,Annual,East Midlands,0.406,8.223
2013,Annual,East Midlands,0.397,8.961
2014,Annual,East Midlands,0.405,8.524
2015,Annual,East Midlands,0.389,10.951
2016,Annual,East Midlands,0.368,6.340
2017,Annual,East Midlands,0.401,10.233
2018,Annual,East Midlands,0.346,7.379
2019,Annual,East Midlands,0.376,7.107
2020,Annual,East Midlands,0.404,7.777
2021,Annual,East Midlands,0.356,7.796
2022,Annual,East Midlands,0.335,8.291
2023,Annual,East Midlands,0.409,10.699
2024,Annual,East Midlands,0.323,8.456
2025,Annual,East Midlands,0.312,7.845
2026,Annual,East Midlands,0.351,9.223
2027,Annual,East Midlands,0.313,6.058
2028,Annual,East Midlands,0.391,9.816
2029,Annual,East Midlands,0.425,10.437
2030,Annual,East Midlands,0.447,8.913
2031,Annual,East Midlands,0.290,6.408
2032,Annual,East Midlands,0.370,9.417
2033,Annual,East Midlands,0.375,8.146
2034,Annual,East Midlands,0.387,9.252
2035,Annual,East Midlands,0.310,6.767
2036,Annual,East Midlands,0.295,5.476
2037,Annual,East Midlands,0.314,7.680
2038,Annual,East Midlands,0.405,11.680
2039,Annual,East Midlands,0.380,6.534
2040,Annual,East Midlands,0.297,6.903
2041,Annual,East Midlands,0.355,7.961
2042,Annual,East Midlands,0.390,10.718
2043,Annual,East Midlands,0.354,7.058
2044,Annual,East Midlands,0.309,6.825
2045,Annual,East Midlands,0.384,9.388
2046,Annual,East Midlands,0.317,7.825
2047,Annual,East Midlands,0.341,8.476
2048,Annual,East Midlands,0.326,9.660
2049,Annual,East Midlands,0.373,7.524
2050,Annual,East Midlands,0.338,6.291
2051,Annual,East Midlands,0.344,7.583
2052,Annual,East Midlands,0.343,6.883
2053,Annual,East Midlands,0.413,7.913
2054,Annual,East Midlands,0.345,8.252
2055,Annual,East Midlands,0.308,7.515
2056,Annual,East Midlands,0.340,8.981
2057,Annual,East Midlands,0.361,7.068
2058,Annual,East Midlands,0.356,7.990
2059,Annual,East Midlands,0.387,9.845
2060,Annual,East Midlands,0.290,5.340
2061,Annual,East Midlands,0.369,8.903
2062,Annual,East Midlands,0.355,8.097
2063,Annual,East Midlands,0.254,4.845
2064,Annual,East Midlands,0.364,10.971
2065,Annual,East Midlands,0.350,8.029
2066,Annual,East Midlands,0.378,8.447
2067,Annual,East Midlands,0.301,9.204
2068,Annual,East Midlands,0.371,11.204
2069,Annual,East Midlands,0.311,7.825
2070,Annual,East Midlands,0.274,6.942
2071,Annual,East Midlands,0.359,6.786
2072,Annual,East Midlands,0.345,6.194
2073,Annual,East Midlands,0.283,6.592
2074,Annual,East Midlands,0.373,7.515
2075,Annual,East Midlands,0.301,6.971
2076,Annual,East Midlands,0.251,6.854
2077,Annual,East Midlands,0.241,5.845
2078,Annual,East Midlands,0.337,7.728
2079,Annual,East Midlands,0.324,6.447
2080,Annual,East Midlands,0.289,7.049
1981,Annual,East of England,0.370,7.378
1982,Annual,East of England,0.339,8.614
1983,Annual,East of England,0.321,6.118
1984,Annual,East of England,0.376,8.598
1985,Annual,East of England,0.378,7.654
1986,Annual,East of England,0.329,7.102
1987,Annual,East of England,0.359,9.008
1988,Annual,East of England,0.387,7.008
1989,Annual,East of England,0.359,8.976
1990,Annual,East of England,0.293,8.039
1991,Annual,East of England,0.349,7.843
1992,Annual,East of England,0.374,7.157
1993,Annual,East of England,0.341,7.669
1994,Annual,East of England,0.355,8.378
1995,Annual,East of England,0.343,9.449
1996,Annual,East of England,0.365,8.756
1997,Annual,East of England,0.283,7.213
1998,Annual,East of England,0.374,6.016
1999,Annual,East of England,0.362,9.441
2000,Annual,East of England,0.376,7.701
2001,Annual,East of England,0.367,9.276
2002,Annual,East of England,0.253,6.213
2003,Annual,East of England,0.366,8.039
2004,Annual,East of England,0.307,8.661
2005,Annual,East of England,0.357,7.520
2006,Annual,East of England,0.434,8.472
2007,Annual,East of England,0.338,8.087
2008,Annual,East of England,0.326,8.268
2009,Annual,East of England,0.354,8.142
2010,Annual,East of England,0.427,11.654
2011,Annual,East of England,0.345,8.433
2012,Annual,East of England,0.372,8.472
2013,Annual,East of England,0.381,8.913
2014,Annual,East of England,0.385,7.386
2015,Annual,East of England,0.381,9.465
2016,Annual,East of England,0.379,6.961
2017,Annual,East of England,0.393,8.291
2018,Annual,East of England,0.334,8.181
2019,Annual,East of England,0.381,8.457
2020,Annual,East of England,0.378,6.630
