Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.395,8.816
1982,Annual,East Midlands,0.407,12.786
1983,Annual,East Midlands,0.455,9.602
1984,Annual,East Midlands,0.431,8.087
1985,Annual,East Midlands,0.440,10.155
1986,Annual,East Midlands,0.361,8.049
1987,Annual,East Midlands,0.404,8.728
1988,Annual,East Midlands,0.454,9.097
1989,Annual,East Midlands,0.389,9.534
1990,Annual,East Midlands,0.429,8.903
1991,Annual,East Midlands,0.357,8.039
1992,Annual,East Midlands,0.423,10.825
1993,Annual,East Midlands,0.419,8.883
1994,Annual,East Midlands,0.408,9.874
1995,Annual,East Midlands,0.393,7.825
1996,Annual,East Midlands,0.425,8.194
1997,Annual,East Midlands,0.359,9.291
1998,Annual,East Midlands,0.368,10.942
1999,Annual,East Midlands,0.411,11.097
2000,Annual,East Midlands,0.432,8.340
2001,Annual,East Midlands,0.348,8.417
2002,Annual,East Midlands,0.450,12.117
2003,Annual,East Midlands,0.369,8.728
2004,Annual,East Midlands,0.436,9.204
2005,Annual,East Midlands,0.367,9.612
2006,Annual,East Midlands,0.372,8.291
2007,Annual,East Midlands,0.324,7.728
2008,Annual,East Midlands,0.377,8.903
2009,Annual,East Midlands,0.425,10.330
2010,Annual,East Midlands,0.423,8.641
2011,Annual,East Midlands,0.344,10.515
2012,Annual,East Midlands,0.468,9.117
2013,Annual,East Midlands,0.358,6.709
2014,Annual,East Midlands,0.395,7.301
2015,Annual,East Midlands,0.371,10.029
2016,Annual,East Midlands,0.424,9.650
2017,Annual,East Midlands,0.399,8.903
2018,Annual,East Midlands,0.401,9.262
2019,Annual,East Midlands,0.360,9.379
2020,Annual,East Midlands,0.381,10.971
2021,Annual,East Midlands,0.406,9.175
2022,Annual,East Midlands,0.381,8.282
2023,Annual,East Midlands,0.373,13.107
2024,Annual,East Midlands,0.408,10.398
2025,Annual,East Midlands,0.392,9.291
2026,Annual,East Midlands,0.357,8.485
2027,Annual,East Midlands,0.416,10.214
2028,Annual,East Midlands,0.364,8.252
2029,Annual,East Midlands,0.373,5.971
2030,Annual,East Midlands,0.380,8.689
2031,Annual,East Midlands,0.331,7.990
2032,Annual,East Midlands,0.406,7.437
2033,Annual,East Midlands,0.390,8.990
2034,Annual,East Midlands,0.354,9.223
2035,Annual,East Midlands,0.429,10.456
2036,Annual,East Midlands,0.374,8.301
2037,Annual,East Midlands,0.407,9.175
2038,Annual,East Midlands,0.412,8.534
2039,Annual,East Midlands,0.380,11.359
2040,Annual,East Midlands,0.378,8.699
2041,Annual,East Midlands,0.330,7.748
2042,Annual,East Midlands,0.337,7.233
2043,Annual,East Midlands,0.412,10.291
2044,Annual,East Midlands,0.374,8.796
2045,Annual,East Midlands,0.331,7.379
2046,Annual,East Midlands,0.366,8.165
2047,Annual,East Midlands,0.411,9.825
2048,Annual,East Midlands,0.375,8.932
