Year,Season,Region,fwd,wsmax
1981,Annual,East Midlands,0.425,10.835
1982,Annual,East Midlands,0.431,9.786
1983,Annual,East Midlands,0.503,11.214
1984,Annual,East Midlands,0.417,8.291
1985,Annual,East Midlands,0.516,11.495
1986,Annual,East Midlands,0.389,8.612
1987,Annual,East Midlands,0.423,8.282
1988,Annual,East Midlands,0.454,9.087
1989,Annual,East Midlands,0.466,12.922
1990,Annual,East Midlands,0.441,10.087
1991,Annual,East Midlands,0.427,7.233
1992,Annual,East Midlands,0.461,9.330
1993,Annual,East Midlands,0.351,8.175
1994,Annual,East Midlands,0.459,11.214
1995,Annual,East Midlands,0.399,8.485
1996,Annual,East Midlands,0.446,9.913
1997,Annual,East Midlands,0.397,9.417
1998,Annual,East Midlands,0.443,11.515
1999,Annual,East Midlands,0.478,14.272
2000,Annual,East Midlands,0.459,8.990
2001,Annual,East Midlands,0.391,7.621
2002,Annual,East Midlands,0.473,10.262
2003,Annual,East Midlands,0.424,11.981
2004,Annual,East Midlands,0.411,9.359
2005,Annual,East Midlands,0.382,9.427
2006,Annual,East Midlands,0.416,8.456
2007,Annual,East Midlands,0.456,8.184
2008,Annual,East Midlands,0.368,8.010
2009,Annual,East Midlands,0.442,12.476
2010,Annual,East Midlands,0.448,11.874
2011,Annual,East Midlands,0.409,8.447
2012,Annual,East Midlands,0.360,11.087
2013,Annual,East Midlands,0.302,7.825
2014,Annual,East Midlands,0.356,7.456
2015,Annual,East Midlands,0.448,13.670
2016,Annual,East Midlands,0.495,11.951
2017,Annual,East Midlands,0.382,9.243
2018,Annual,East Midlands,0.417,11.990
2019,Annual,East Midlands,0.533,11.893
2020,Annual,East Midlands,0.424,7.767
2021,Annual,East Midlands,0.367,9.252
2022,Annual,East Midlands,0.482,10.427
2023,Annual,East Midlands,0.380,6.961
2024,Annual,East Midlands,0.372,9.476
2025,Annual,East Midlands,0.376,8.913
2026,Annual,East Midlands,0.428,8.476
2027,Annual,East Midlands,0.426,9.058
2028,Annual,East Midlands,0.387,12.068
2029,Annual,East Midlands,0.350,7.233
2030,Annual,East Midlands,0.409,7.816
2031,Annual,East Midlands,0.374,8.534
